village,vlcode,state,district,block,population,total_population_village,total_households,total_geographical_area,latitude,longitude,aashray_risk_score,priority,risk_category,risk_model,risk_model_note,coastal_hazard_score,flood_hazard_score,cyclone_hazard_score,rainfall_hazard_score,multi_hazard_score,multi_hazard_category,hazards_available,hazard_contribution,forest_area,net_area_sown,total_unirrigated_land,area_irrigated_by_source,nearest_town_distance_from_village
Manjulapalli,396066,Odisha,Kendrapara,Rajnagar,727.0,727.0,136.0,91.0,20.74802068699987,86.96313493492737,45.617779440981984,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.5627819379765276,0.1,0.5694086242117636,0.5999552848196029,0.4561777944098198,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,0.0,83.0,83.0,0.0,68.0
Barahipur,396068,Odisha,Kendrapara,Rajnagar,502.0,502.0,98.0,97.0,20.64583974972603,86.94008806835421,46.915711332920516,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.6988255919360336,0.0,0.558073515137898,0.5999552848196029,0.4691571133292052,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,0.0,76.0,76.0,0.0,45.0
Bagapatia,395834,Odisha,Kendrapara,Rajnagar,861.0,861.0,195.0,531.0,20.660749325522154,86.86743832674686,49.7848632543109,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.6829691248976228,0.1,0.5839369604088906,0.6098682748579979,0.497848632543109,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,0.0,494.0,494.0,0.0,40.0
Amarabati,395790,Odisha,Kendrapara,Rajnagar,775.0,775.0,123.0,137.0,20.731218151807237,86.95058291098896,51.20886458741995,P2,HIGH,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.5815988395792195,0.3,0.5704717481460527,0.5999552848196029,0.5120886458741996,HIGH,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,1.0,136.0,136.0,0.0,45.0
Sailendranarayanpur,395811,Odisha,Kendrapara,Rajnagar,613.0,613.0,115.0,175.0,20.689014073252338,86.87439421932297,54.67193313878771,P2,HIGH,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.6771947077462062,0.3,0.5863490563696627,0.6098682748579979,0.5467193313878771,HIGH,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,10.0,164.0,164.0,0.0,53.0
Gopaljew Patana,395808,Odisha,Kendrapara,Rajnagar,351.0,351.0,80.0,78.0,20.69878791716231,86.88991980262546,54.12466237025277,P2,HIGH,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.6715245369714384,0.3,0.5791928225887026,0.5999552848196029,0.5412466237025277,HIGH,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,2.0,75.0,75.0,0.0,45.0
Rajpatana,395779,Odisha,Kendrapara,Rajnagar,444.0,444.0,75.0,36.0,20.75952900040206,86.97270753176696,49.154044617536904,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.6828073380034887,0.1,0.5668287512416073,0.5999552848196029,0.491540446175369,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,0.0,36.0,36.0,0.0,39.0
Kanak Nagar,395771,Odisha,Kendrapara,Rajnagar,627.0,627.0,120.0,124.0,20.7604951070115,86.89806191703971,53.85038496983875,P2,HIGH,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.6732218817275428,0.3,0.5661849128648162,0.5999552848196029,0.5385038496983875,HIGH,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,0.0,62.0,62.0,0.0,42.0
Sailendranarayanpur Purbajungal Block,395810,Odisha,Kendrapara,Rajnagar,0.0,0.0,0.0,180.0,20.68633244646438,86.88068797806073,47.68465677019141,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.7039055660549458,0.0,0.582735363686039,0.5999552848196029,0.4768465677019141,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,11.0,169.0,169.0,0.0,49.0
Talchua,396062,Odisha,Kendrapara,Rajnagar,843.0,843.0,161.0,85.0,20.757652784069542,86.93959485792446,48.00662311073266,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.6512743401378134,0.1,0.5587714884082483,0.5999552848196029,0.4800662311073266,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,0.0,83.0,83.0,0.0,35.0
Sailendranagar,395772,Odisha,Kendrapara,Rajnagar,638.0,638.0,117.0,154.0,20.761843743223523,86.90794305918894,48.77297485502544,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.6740547405899997,0.1,0.5620890776373357,0.5999552848196029,0.4877297485502544,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,0.0,51.0,51.0,0.0,45.0
Baghua,395769,Odisha,Kendrapara,Rajnagar,854.0,854.0,138.0,155.0,20.75895072430298,86.88000003175718,48.8023256158378,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.6664824674836105,0.1,0.572349835797497,0.5999552848196029,0.488023256158378,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,0.0,78.0,78.0,0.0,44.0
Rajendranagar,395774,Odisha,Kendrapara,Rajnagar,1094.0,1094.0,233.0,191.0,20.761770767382405,86.931673590416,48.774595666706986,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.6795607877324261,0.1,0.555546653533686,0.5999552848196029,0.4877459566670699,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,4.0,182.0,182.0,0.0,43.0
Rajeswarinagar,395773,Odisha,Kendrapara,Rajnagar,419.0,419.0,89.0,125.0,20.76295786068191,86.9187735044424,48.933205991711084,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.6830460078950393,0.1,0.557708802338714,0.5999552848196029,0.4893320599171109,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,0.0,121.0,121.0,0.0,39.0
Tikayat Nagar,395775,Odisha,Kendrapara,Rajnagar,1064.0,1064.0,210.0,251.0,20.760952672181418,86.9474838755178,46.21875870102967,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.6739051163439111,0.0,0.5600999805728112,0.5999552848196029,0.4621875870102967,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,8.0,236.0,236.0,0.0,38.0
Birabhanjapur,395776,Odisha,Kendrapara,Rajnagar,568.0,568.0,106.0,86.0,20.76101966364845,86.95577182569177,48.75901598803175,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.6732736336304392,0.1,0.5624680513090607,0.5999552848196029,0.4875901598803175,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,3.0,83.0,83.0,0.0,36.0
Chanra Kolha,395792,Odisha,Kendrapara,Rajnagar,1037.0,1037.0,194.0,175.0,20.71936774760065,86.93597266733626,49.31241335140414,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.6875757046972066,0.1,0.5674414605638354,0.5999552848196029,0.4931241335140414,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,6.0,169.0,169.0,0.0,50.0
Garta,395791,Odisha,Kendrapara,Rajnagar,938.0,938.0,177.0,85.0,20.719160407613227,86.95140373329569,49.14068071450521,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.6763217771359424,0.1,0.5740768681613952,0.5999552848196029,0.4914068071450521,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,2.0,83.0,83.0,0.0,51.0
Habelichintamanipur,395829,Odisha,Kendrapara,Rajnagar,0.0,0.0,0.0,31.0,20.67547481699524,86.9955283546881,47.92055567829883,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.7082165341802333,0.0,0.5869981582599909,0.5999552848196029,0.4792055567829883,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,0.0,0.0,0.0,0.0,43.0
Baunsagarh,395832,Odisha,Kendrapara,Rajnagar,0.0,0.0,0.0,182.0,20.65618982837922,86.91932518558282,46.353107177918126,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.6779463839523745,0.0,0.5606243985181936,0.5999552848196029,0.4635310717791813,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,10.0,0.0,0.0,0.0,46.0
Sanagahiramatha,395830,Odisha,Kendrapara,Rajnagar,0.0,0.0,0.0,51.0,20.665696255720245,86.98007790590897,47.7513511554386,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.7090996731925168,0.0,0.5791702105308415,0.5999552848196029,0.477513511554386,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,5.0,0.0,0.0,0.0,44.0
Gopaljewpatna J Block,395809,Odisha,Kendrapara,Rajnagar,0.0,0.0,0.0,78.0,20.70082079927127,86.88353769970257,47.547910416078096,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.6999843170049318,0.0,0.5819710083815235,0.5999552848196029,0.475479104160781,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,0.0,0.0,0.0,0.0,54.0
Pata Paria,395807,Odisha,Kendrapara,Rajnagar,1710.0,1710.0,316.0,109.0,20.71227542425169,86.90307487798056,53.36065329451725,P2,HIGH,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.6520414413549551,0.3,0.5720121742990616,0.5999552848196029,0.5336065329451725,HIGH,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,30.0,76.0,76.0,0.0,47.0
Giria Pahi,395787,Odisha,Kendrapara,Rajnagar,753.0,753.0,140.0,138.0,20.734461619284914,86.95993990637693,50.46601912999733,P2,HIGH,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.5544093743348886,0.3,0.573385288142345,0.5999552848196029,0.5046601912999733,HIGH,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,1.0,136.0,136.0,0.0,53.0
Vekta,395798,Odisha,Kendrapara,Rajnagar,1427.0,1427.0,295.0,99.0,20.74151637356612,86.92240072263326,48.83575057122055,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.6775345452037618,0.1,0.5604243407486258,0.5999552848196029,0.4883575057122055,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,0.0,99.0,99.0,0.0,64.0
Sikar Pahi,395794,Odisha,Kendrapara,Rajnagar,670.0,670.0,135.0,181.0,20.745373707178707,86.93398994653322,48.69724275928221,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.6720697973841012,0.1,0.5614417256546846,0.5999552848196029,0.4869724275928221,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,6.0,174.0,174.0,0.0,66.0
Baghamari,395789,Odisha,Kendrapara,Rajnagar,1037.0,1037.0,190.0,154.0,20.74628899908132,86.94529300862114,46.67728451151935,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.6018481716653654,0.1,0.5649093466066535,0.5999552848196029,0.4667728451151935,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,0.0,144.0,144.0,0.0,67.0
Radhamalipur,395788,Odisha,Kendrapara,Rajnagar,628.0,628.0,116.0,127.0,20.747609168909406,86.95533118471761,45.53311690958792,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.5616845390531615,0.1,0.5673390016640405,0.5999552848196029,0.4553311690958792,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,0.0,73.0,73.0,0.0,68.0
Jyoti Prasad,395777,Odisha,Kendrapara,Rajnagar,413.0,413.0,80.0,74.0,20.761730316576173,86.96206086635813,48.867333963753254,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.6758991741243068,0.1,0.5636501217452798,0.5999552848196029,0.4886733396375325,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,0.0,67.0,67.0,0.0,40.0
Sahebnagar,395881,Odisha,Kendrapara,Rajnagar,0.0,0.0,0.0,27.0,20.61593807777455,86.89144960948131,47.00557385404242,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.7023263975393539,0.1,0.5613866862821328,,0.4700557385404242,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,3.0,0.0,0.0,0.0,35.0
Suravi,395780,Odisha,Kendrapara,Rajnagar,0.0,0.0,0.0,63.0,20.767283328158545,86.97779043500121,46.88097665696798,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.6923299191407888,0.0,0.5644789354540904,0.5999552848196029,0.4688097665696798,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,0.0,0.0,0.0,0.0,40.0
Sadanandapur,395876,Odisha,Kendrapara,Rajnagar,0.0,0.0,0.0,20.0,20.623665970766318,86.89685815056643,46.81811320530285,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.6967841767113458,0.1,0.5620386105160764,,0.4681811320530285,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,0.0,0.0,0.0,0.0,35.0
Tentuliakolha,395877,Odisha,Kendrapara,Rajnagar,0.0,0.0,0.0,110.0,20.628411307176297,86.90845725051513,53.88635670640276,P2,HIGH,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.6801317904179414,0.3,0.5593318918988988,0.5999552848196029,0.5388635670640276,HIGH,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,11.0,0.0,0.0,0.0,36.0
Badagahiramatha,395831,Odisha,Kendrapara,Rajnagar,0.0,0.0,0.0,40.0,20.658973222528942,86.96734975490455,47.539265084665374,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.7064777304486733,0.0,0.5738330989925245,0.5999552848196029,0.4753926508466537,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,0.0,0.0,0.0,0.0,45.0
Kaduanasi,395828,Odisha,Kendrapara,Rajnagar,0.0,0.0,0.0,86.0,20.66946099568818,86.97677289018502,47.16959803066031,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.6893049456693232,0.0,0.5796537585675425,0.5999552848196029,0.4716959803066031,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,0.0,0.0,0.0,0.0,48.0
Pinchapatia,395767,Odisha,Kendrapara,Rajnagar,227.0,227.0,47.0,96.0,20.760794329150524,86.87130428581823,46.24067505968216,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.6546961144184289,0.0,0.5760970451987737,0.6098682748579979,0.4624067505968216,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,0.0,48.0,48.0,0.0,42.0
Subarnpur,395768,Odisha,Kendrapara,Rajnagar,463.0,463.0,96.0,125.0,20.766819089729978,86.87197858079044,49.76416683036873,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.6905771480822553,0.1,0.5739794756296446,0.6098682748579979,0.4976416683036873,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,0.0,0.0,0.0,0.0,43.0
Hukitola,396061,Odisha,Kendrapara,Mahakalapada,0.0,0.0,0.0,550.0,20.447546954527667,86.79538207375532,43.47058580814295,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.6094644237055785,0.0,0.5771658880816186,0.5378752947467564,0.4347058580814295,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,0.0,0.0,0.0,0.0,10.0
Talapatta,396052,Odisha,Kendrapara,Rajnagar,0.0,0.0,0.0,36.0,20.539387332813813,86.785511545628,45.19943705643817,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.6959776982442445,0.0,0.5425040085670283,0.5378752947467564,0.4519943705643817,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,0.0,0.0,0.0,0.0,37.0
Kurumbilangode,627472,Kerala,Malappuram,Nilambur,21803.0,21803.0,4718.0,16836.0,11.412738496227217,76.20096940831932,100.0,P1,VERY HIGH,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,13485.0,2358.0,2149.0,489.0,42.0
Madavoor,627417,Kerala,Kozhikode,Koduvally,28672.0,28672.0,6598.0,1935.0,11.347356697124289,75.86606779943021,93.52,P1,VERY HIGH,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,0.0,849.0,859.0,0.0,20.0
Pulikkal,627445,Kerala,Malappuram,Kondotty,40133.0,40133.0,7611.0,2814.0,11.189707160543149,75.93720515221943,92.71,P1,VERY HIGH,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,0.0,2228.0,2148.0,80.0,23.0
Moorkkanad,627508,Kerala,Malappuram,Mankada,36324.0,36324.0,6944.0,3064.0,10.928168684178528,76.13754855925367,91.56,P1,VERY HIGH,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,0.0,1717.0,2065.0,709.0,13.0
Edayoor,627520,Kerala,Malappuram,Kuttippuram,36498.0,36498.0,6811.0,3063.0,10.922729913967178,76.09172533945984,91.44,P1,VERY HIGH,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,0.0,1155.0,1155.0,688.0,24.0
Erumeli North,628203,Kerala,Kottayam,Kanjirappally,40511.0,40511.0,10125.0,5511.0,9.494976241469825,76.91920838008619,90.79,P1,VERY HIGH,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,2844.0,2379.0,2379.0,0.0,50.0
Mannamkandam,628056,Kerala,Idukki,Adimali,40593.0,40593.0,10368.0,34088.0,10.038019724123789,76.89729150738836,89.47,P1,VERY HIGH,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,24289.0,2369.0,1935.0,434.0,100.0
Valavannur,627515,Kerala,Malappuram,Tanur,33159.0,33159.0,6151.0,1528.0,10.923558487897864,75.97174145023264,89.11,P1,VERY HIGH,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,0.0,827.0,755.0,247.0,10.0
Vettoor,628467,Kerala,Thiruvananthapuram,Varkala,36818.0,36818.0,8694.0,1769.0,8.718993927072427,76.74685850299029,86.72,P1,VERY HIGH,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,0.0,1497.0,979.0,526.0,2.0
Mulavana,628433,Kerala,Kollam,Chittumala,35887.0,35887.0,9289.0,2674.0,8.9813385580251,76.66417530365374,86.37,P1,VERY HIGH,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,0.0,995.0,254.0,741.0,12.0
