village,vlcode,block,district,latitude,longitude,annual_rainfall_mm,mean_daily_rainfall_mm,max_daily_rainfall_mm,rainy_days,heavy_rain_days,very_heavy_rain_days,extremely_heavy_rain_days,max_3day_rainfall_mm,max_7day_rainfall_mm,max_30day_rainfall_mm,rainfall_hazard_score,rainfall_hazard_category,rainfall_data_source,rainfall_resolution
Birin Dola,396779,Marsaghai,Kendrapara,20.419546524462742,86.40688797351491,1365.2739568725228,3.730256712766456,77.22794342041016,94.0,1.0,0.0,0.0,166.52945137023926,187.4788548797369,327.1139611005783,0.4446950457593799,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Gopei,396731,Marsaghai,Kendrapara,20.438048582530513,86.35189640641869,1390.8014871999621,3.800004063387875,73.03124237060547,80.0,2.0,0.0,0.0,155.0174732208252,188.98017692565918,355.8318449035287,0.4303411416807771,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Bilabalarampur,396712,Marsaghai,Kendrapara,20.462252604930747,86.39024834060817,1365.2739568725228,3.730256712766456,77.22794342041016,94.0,1.0,0.0,0.0,166.52945137023926,187.4788548797369,327.1139611005783,0.4446950457593799,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Mandia,396795,Marsaghai,Kendrapara,20.3878506652741,86.4180326966017,1365.2739568725228,3.730256712766456,77.22794342041016,94.0,1.0,0.0,0.0,166.52945137023926,187.4788548797369,327.1139611005783,0.4446950457593799,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Arimula,396722,Marsaghai,Kendrapara,20.421618215448902,86.41188868666791,1365.2739568725228,3.730256712766456,77.22794342041016,94.0,1.0,0.0,0.0,166.52945137023926,187.4788548797369,327.1139611005783,0.4446950457593799,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Gajipithi,396776,Marsaghai,Kendrapara,20.42126218040945,86.40020693580942,1365.2739568725228,3.730256712766456,77.22794342041016,94.0,1.0,0.0,0.0,166.52945137023926,187.4788548797369,327.1139611005783,0.4446950457593799,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Agar Bindha,396728,Marsaghai,Kendrapara,20.436257528465276,86.37453431683903,1390.8014871999621,3.800004063387875,73.03124237060547,80.0,2.0,0.0,0.0,155.0174732208252,188.98017692565918,355.8318449035287,0.4303411416807771,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Talagan,396710,Marsaghai,Kendrapara,20.44966610514718,86.37777913792323,1365.2739568725228,3.730256712766456,77.22794342041016,94.0,1.0,0.0,0.0,166.52945137023926,187.4788548797369,327.1139611005783,0.4446950457593799,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Karandia Patna,396715,Marsaghai,Kendrapara,20.444245546394065,86.41146777203087,1365.2739568725228,3.730256712766456,77.22794342041016,94.0,1.0,0.0,0.0,166.52945137023926,187.4788548797369,327.1139611005783,0.4446950457593799,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Jalopoka,396702,Marsaghai,Kendrapara,20.462593811530816,86.34252569577569,1390.8014871999621,3.800004063387875,73.03124237060547,80.0,2.0,0.0,0.0,155.0174732208252,188.98017692565918,355.8318449035287,0.4303411416807771,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Karilo Patana,396709,Marsaghai,Kendrapara,20.455134439632516,86.3618506653146,1390.8014871999621,3.800004063387875,73.03124237060547,80.0,2.0,0.0,0.0,155.0174732208252,188.98017692565918,355.8318449035287,0.4303411416807771,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Akhuadakhini,396796,Marsaghai,Kendrapara,20.397499945628752,86.41273168732005,1365.2739568725228,3.730256712766456,77.22794342041016,94.0,1.0,0.0,0.0,166.52945137023926,187.4788548797369,327.1139611005783,0.4446950457593799,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Pokshyot,396701,Marsaghai,Kendrapara,20.468343733303595,86.33330755280181,1390.8014871999621,3.800004063387875,73.03124237060547,80.0,2.0,0.0,0.0,155.0174732208252,188.98017692565918,355.8318449035287,0.4303411416807771,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Hantapada,396708,Marsaghai,Kendrapara,20.446107177026242,86.36547611283044,1390.8014871999621,3.800004063387875,73.03124237060547,80.0,2.0,0.0,0.0,155.0174732208252,188.98017692565918,355.8318449035287,0.4303411416807771,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Abhaypur,396778,Marsaghai,Kendrapara,20.410130497317972,86.40624942439891,1365.2739568725228,3.730256712766456,77.22794342041016,94.0,1.0,0.0,0.0,166.52945137023926,187.4788548797369,327.1139611005783,0.4446950457593799,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Orisbindha,396777,Marsaghai,Kendrapara,20.41248168563523,86.40083757259168,1365.2739568725228,3.730256712766456,77.22794342041016,94.0,1.0,0.0,0.0,166.52945137023926,187.4788548797369,327.1139611005783,0.4446950457593799,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Raichand,396732,Marsaghai,Kendrapara,20.43252726103818,86.35110493870425,1390.8014871999621,3.800004063387875,73.03124237060547,80.0,2.0,0.0,0.0,155.0174732208252,188.98017692565918,355.8318449035287,0.4303411416807771,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Gaudagan,396714,Marsaghai,Kendrapara,20.452262421737487,86.40128529706612,1365.2739568725228,3.730256712766456,77.22794342041016,94.0,1.0,0.0,0.0,166.52945137023926,187.4788548797369,327.1139611005783,0.4446950457593799,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Jokia,396780,Marsaghai,Kendrapara,20.415009518274317,86.4125480496503,1365.2739568725228,3.730256712766456,77.22794342041016,94.0,1.0,0.0,0.0,166.52945137023926,187.4788548797369,327.1139611005783,0.4446950457593799,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Dalaanta,396725,Marsaghai,Kendrapara,20.43538042518346,86.38492604440292,1365.2739568725228,3.730256712766456,77.22794342041016,94.0,1.0,0.0,0.0,166.52945137023926,187.4788548797369,327.1139611005783,0.4446950457593799,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Raghunatha Pur,396723,Marsaghai,Kendrapara,20.432598678304906,86.40868948018266,1365.2739568725228,3.730256712766456,77.22794342041016,94.0,1.0,0.0,0.0,166.52945137023926,187.4788548797369,327.1139611005783,0.4446950457593799,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Jamapada,396724,Marsaghai,Kendrapara,20.43754671346994,86.39729245190607,1365.2739568725228,3.730256712766456,77.22794342041016,94.0,1.0,0.0,0.0,166.52945137023926,187.4788548797369,327.1139611005783,0.4446950457593799,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Naranpur,396707,Marsaghai,Kendrapara,20.446561348093617,86.35407139398937,1390.8014871999621,3.800004063387875,73.03124237060547,80.0,2.0,0.0,0.0,155.0174732208252,188.98017692565918,355.8318449035287,0.4303411416807771,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Dihabalarampur,396713,Marsaghai,Kendrapara,20.4527764699706,86.3884784483609,1365.2739568725228,3.730256712766456,77.22794342041016,94.0,1.0,0.0,0.0,166.52945137023926,187.4788548797369,327.1139611005783,0.4446950457593799,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Aitpur,396711,Marsaghai,Kendrapara,20.466900501798143,86.37114459122458,1390.8014871999621,3.800004063387875,73.03124237060547,80.0,2.0,0.0,0.0,155.0174732208252,188.98017692565918,355.8318449035287,0.4303411416807771,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Odang,396781,Marsaghai,Kendrapara,20.409855662745628,86.41924723591544,1365.2739568725228,3.730256712766456,77.22794342041016,94.0,1.0,0.0,0.0,166.52945137023926,187.4788548797369,327.1139611005783,0.4446950457593799,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Surtipur,396490,Marsaghai,Kendrapara,20.468418058952434,86.34435357845953,1390.8014871999621,3.800004063387875,73.03124237060547,80.0,2.0,0.0,0.0,155.0174732208252,188.98017692565918,355.8318449035287,0.4303411416807771,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Gobindpur,395658,Rajkanika,Kendrapara,20.729880417173725,86.66445708959338,1439.8138199448586,3.933917540832947,122.3011703491211,89.0,2.0,1.0,0.0,254.9297924041748,270.06409645080566,334.2525098323822,0.6098682748579979,HIGH,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Laxmiprasad,395975,Rajnagar,Kendrapara,20.602619521637727,86.83005277564284,1416.3522049933672,3.8698147677414405,100.4802474975586,94.0,2.0,0.0,0.0,219.51153945922852,234.21389782428741,303.70591466128826,0.5378752947467564,HIGH,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Padmanavpatna,396054,Rajnagar,Kendrapara,20.542166818779577,86.7920484491519,1416.3522049933672,3.8698147677414405,100.4802474975586,94.0,2.0,0.0,0.0,219.51153945922852,234.21389782428741,303.70591466128826,0.5378752947467564,HIGH,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Ratanpur,396893,Marsaghai,Kendrapara,20.334534974118142,86.46197569810974,1387.8246194273233,3.791870544883397,67.43550109863281,81.0,1.0,0.0,0.0,146.077543258667,155.36985576152802,369.4083505868912,0.4123689316052198,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Khamaganbindha,396940,Marsaghai,Kendrapara,20.378492536372278,86.45297289365811,1365.2739568725228,3.730256712766456,77.22794342041016,94.0,1.0,0.0,0.0,166.52945137023926,187.4788548797369,327.1139611005783,0.4446950457593799,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Potari,396892,Marsaghai,Kendrapara,20.334534974118142,86.45367071983745,1387.8246194273233,3.791870544883397,67.43550109863281,81.0,1.0,0.0,0.0,146.077543258667,155.36985576152802,369.4083505868912,0.4123689316052198,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Raipur,396958,Mahakalapada,Kendrapara,20.34884799017467,86.52262562434694,1387.8246194273233,3.791870544883397,67.43550109863281,81.0,1.0,0.0,0.0,146.077543258667,155.36985576152802,369.4083505868912,0.4123689316052198,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Samjori,396954,Mahakalapada,Kendrapara,20.35200810310294,86.50656924326108,1387.8246194273233,3.791870544883397,67.43550109863281,81.0,1.0,0.0,0.0,146.077543258667,155.36985576152802,369.4083505868912,0.4123689316052198,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Pailo,396872,Marsaghai,Kendrapara,20.35674137602581,86.41892597287183,1387.8246194273233,3.791870544883397,67.43550109863281,81.0,1.0,0.0,0.0,146.077543258667,155.36985576152802,369.4083505868912,0.4123689316052198,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Barunei,396075,Rajnagar,Kendrapara,20.516787589315204,86.76835902372125,1416.3522049933672,3.8698147677414405,100.4802474975586,94.0,2.0,0.0,0.0,219.51153945922852,234.21389782428741,303.70591466128826,0.5378752947467564,HIGH,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Madhuraganda Khamar,396953,Mahakalapada,Kendrapara,20.36055936797663,86.50160681154614,1387.8246194273233,3.791870544883397,67.43550109863281,81.0,1.0,0.0,0.0,146.077543258667,155.36985576152802,369.4083505868912,0.4123689316052198,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Khurusia,396962,Mahakalapada,Kendrapara,20.345828921092,86.52653420995928,1387.8246194273233,3.791870544883397,67.43550109863281,81.0,1.0,0.0,0.0,146.077543258667,155.36985576152802,369.4083505868912,0.4123689316052198,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Nachhipada,396888,Marsaghai,Kendrapara,20.352527869309327,86.44741029851161,1387.8246194273233,3.791870544883397,67.43550109863281,81.0,1.0,0.0,0.0,146.077543258667,155.36985576152802,369.4083505868912,0.4123689316052198,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Manikipur,396880,Marsaghai,Kendrapara,20.376669074922958,86.44704828097785,1365.2739568725228,3.730256712766456,77.22794342041016,94.0,1.0,0.0,0.0,166.52945137023926,187.4788548797369,327.1139611005783,0.4446950457593799,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Gopalapur,396948,Mahakalapada,Kendrapara,20.369116381456102,86.48233345700264,1387.8246194273233,3.791870544883397,67.43550109863281,81.0,1.0,0.0,0.0,146.077543258667,155.36985576152802,369.4083505868912,0.4123689316052198,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Mantei,396874,Marsaghai,Kendrapara,20.353276884831466,86.42944443184706,1387.8246194273233,3.791870544883397,67.43550109863281,81.0,1.0,0.0,0.0,146.077543258667,155.36985576152802,369.4083505868912,0.4123689316052198,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Antei,396873,Marsaghai,Kendrapara,20.350752763142822,86.42525319518788,1387.8246194273233,3.791870544883397,67.43550109863281,81.0,1.0,0.0,0.0,146.077543258667,155.36985576152802,369.4083505868912,0.4123689316052198,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Beruhan,396942,Marsaghai,Kendrapara,20.36643176136225,86.46802683814053,1387.8246194273233,3.791870544883397,67.43550109863281,81.0,1.0,0.0,0.0,146.077543258667,155.36985576152802,369.4083505868912,0.4123689316052198,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Khamagan,396882,Marsaghai,Kendrapara,20.367731532592835,86.45140587212443,1387.8246194273233,3.791870544883397,67.43550109863281,81.0,1.0,0.0,0.0,146.077543258667,155.36985576152802,369.4083505868912,0.4123689316052198,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Naladiapalanda,396956,Mahakalapada,Kendrapara,20.335328603486495,86.49955626168132,1387.8246194273233,3.791870544883397,67.43550109863281,81.0,1.0,0.0,0.0,146.077543258667,155.36985576152802,369.4083505868912,0.4123689316052198,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Badaghai,396955,Mahakalapada,Kendrapara,20.34137462226077,86.50103505577856,1387.8246194273233,3.791870544883397,67.43550109863281,81.0,1.0,0.0,0.0,146.077543258667,155.36985576152802,369.4083505868912,0.4123689316052198,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Batira,396887,Marsaghai,Kendrapara,20.340432984884046,86.4455645856543,1387.8246194273233,3.791870544883397,67.43550109863281,81.0,1.0,0.0,0.0,146.077543258667,155.36985576152802,369.4083505868912,0.4123689316052198,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Nuagan,396945,Mahakalapada,Kendrapara,20.34240691209818,86.47280911813081,1387.8246194273233,3.791870544883397,67.43550109863281,81.0,1.0,0.0,0.0,146.077543258667,155.36985576152802,369.4083505868912,0.4123689316052198,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Dhaniapada,396944,Mahakalapada,Kendrapara,20.345783399060245,86.46532779291864,1387.8246194273233,3.791870544883397,67.43550109863281,81.0,1.0,0.0,0.0,146.077543258667,155.36985576152802,369.4083505868912,0.4123689316052198,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Madhusudanpur,396891,Marsaghai,Kendrapara,20.34599886489084,86.4597870136198,1387.8246194273233,3.791870544883397,67.43550109863281,81.0,1.0,0.0,0.0,146.077543258667,155.36985576152802,369.4083505868912,0.4123689316052198,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Sereinpur,396951,Mahakalapada,Kendrapara,20.360391897763826,86.48984962000128,1387.8246194273233,3.791870544883397,67.43550109863281,81.0,1.0,0.0,0.0,146.077543258667,155.36985576152802,369.4083505868912,0.4123689316052198,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Ramachandrapur,396884,Marsaghai,Kendrapara,20.35046826316777,86.43925120915048,1387.8246194273233,3.791870544883397,67.43550109863281,81.0,1.0,0.0,0.0,146.077543258667,155.36985576152802,369.4083505868912,0.4123689316052198,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Baripal,396886,Marsaghai,Kendrapara,20.34011475066119,86.436319071348,1387.8246194273233,3.791870544883397,67.43550109863281,81.0,1.0,0.0,0.0,146.077543258667,155.36985576152802,369.4083505868912,0.4123689316052198,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Balighai,396885,Marsaghai,Kendrapara,20.35111019994367,86.43397030518216,1387.8246194273233,3.791870544883397,67.43550109863281,81.0,1.0,0.0,0.0,146.077543258667,155.36985576152802,369.4083505868912,0.4123689316052198,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Mangarajpur,396890,Marsaghai,Kendrapara,20.349577341610463,86.45555061964583,1387.8246194273233,3.791870544883397,67.43550109863281,81.0,1.0,0.0,0.0,146.077543258667,155.36985576152802,369.4083505868912,0.4123689316052198,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Ameipal,396952,Mahakalapada,Kendrapara,20.34956761556971,86.49464297217864,1387.8246194273233,3.791870544883397,67.43550109863281,81.0,1.0,0.0,0.0,146.077543258667,155.36985576152802,369.4083505868912,0.4123689316052198,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Tikhiri,396946,Mahakalapada,Kendrapara,20.345728227980096,86.48595193716477,1387.8246194273233,3.791870544883397,67.43550109863281,81.0,1.0,0.0,0.0,146.077543258667,155.36985576152802,369.4083505868912,0.4123689316052198,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Balisuan,396947,Mahakalapada,Kendrapara,20.360391897763826,86.47655581393231,1387.8246194273233,3.791870544883397,67.43550109863281,81.0,1.0,0.0,0.0,146.077543258667,155.36985576152802,369.4083505868912,0.4123689316052198,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Mahanangala,396957,Mahakalapada,Kendrapara,20.352841809043912,86.51659710217109,1387.8246194273233,3.791870544883397,67.43550109863281,81.0,1.0,0.0,0.0,146.077543258667,155.36985576152802,369.4083505868912,0.4123689316052198,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Alifa,396943,Marsaghai,Kendrapara,20.368208389106428,86.45923542500475,1387.8246194273233,3.791870544883397,67.43550109863281,81.0,1.0,0.0,0.0,146.077543258667,155.36985576152802,369.4083505868912,0.4123689316052198,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Kalagarh,396959,Mahakalapada,Kendrapara,20.363232388603542,86.5263649812502,1387.8246194273233,3.791870544883397,67.43550109863281,81.0,1.0,0.0,0.0,146.077543258667,155.36985576152802,369.4083505868912,0.4123689316052198,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Potari,396889,Marsaghai,Kendrapara,20.357235860898125,86.45809299004262,1387.8246194273233,3.791870544883397,67.43550109863281,81.0,1.0,0.0,0.0,146.077543258667,155.36985576152802,369.4083505868912,0.4123689316052198,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Bauda,396950,Mahakalapada,Kendrapara,20.371070925054966,86.49444968464874,1387.8246194273233,3.791870544883397,67.43550109863281,81.0,1.0,0.0,0.0,146.077543258667,155.36985576152802,369.4083505868912,0.4123689316052198,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Ramachandrapur,396974,Mahakalapada,Kendrapara,20.340098956444486,86.57401540367914,1387.8246194273233,3.791870544883397,67.43550109863281,81.0,1.0,0.0,0.0,146.077543258667,155.36985576152802,369.4083505868912,0.4123689316052198,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Jadupur,396933,Mahakalapada,Kendrapara,20.378145597546826,86.53497643128922,1365.2739568725228,3.730256712766456,77.22794342041016,94.0,1.0,0.0,0.0,166.52945137023926,187.4788548797369,327.1139611005783,0.4446950457593799,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Tekarapanga,396969,Mahakalapada,Kendrapara,20.35372396261533,86.56420835393996,1387.8246194273233,3.791870544883397,67.43550109863281,81.0,1.0,0.0,0.0,146.077543258667,155.36985576152802,369.4083505868912,0.4123689316052198,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Gokha Khati,397104,Mahakalapada,Kendrapara,20.37032525252375,86.60000866961826,1387.8246194273233,3.791870544883397,67.43550109863281,81.0,1.0,0.0,0.0,146.077543258667,155.36985576152802,369.4083505868912,0.4123689316052198,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Naladiasasan,396967,Mahakalapada,Kendrapara,20.363903759437125,86.54449987768379,1387.8246194273233,3.791870544883397,67.43550109863281,81.0,1.0,0.0,0.0,146.077543258667,155.36985576152802,369.4083505868912,0.4123689316052198,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Rajendra Nagar,397117,Mahakalapada,Kendrapara,20.359087368597997,86.62923178924748,,,,,,,,,,,,NO_DATA,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Masakani,396932,Mahakalapada,Kendrapara,20.371536456692045,86.54344596473105,1387.8246194273233,3.791870544883397,67.43550109863281,81.0,1.0,0.0,0.0,146.077543258667,155.36985576152802,369.4083505868912,0.4123689316052198,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Raula,396929,Mahakalapada,Kendrapara,20.37209343372924,86.57918856558715,1387.8246194273233,3.791870544883397,67.43550109863281,81.0,1.0,0.0,0.0,146.077543258667,155.36985576152802,369.4083505868912,0.4123689316052198,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Tentuli Kandha,397118,Mahakalapada,Kendrapara,20.365032955049152,86.62314982943474,1387.8246194273233,3.791870544883397,67.43550109863281,81.0,1.0,0.0,0.0,146.077543258667,155.36985576152802,369.4083505868912,0.4123689316052198,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Chhanda,396976,Mahakalapada,Kendrapara,20.344302133517967,86.58440843068786,1387.8246194273233,3.791870544883397,67.43550109863281,81.0,1.0,0.0,0.0,146.077543258667,155.36985576152802,369.4083505868912,0.4123689316052198,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Dekani,396964,Mahakalapada,Kendrapara,20.340086461066853,86.54545604083128,1387.8246194273233,3.791870544883397,67.43550109863281,81.0,1.0,0.0,0.0,146.077543258667,155.36985576152802,369.4083505868912,0.4123689316052198,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Patalipanka,396970,Mahakalapada,Kendrapara,20.332224663963977,86.5450799322735,1387.8246194273233,3.791870544883397,67.43550109863281,81.0,1.0,0.0,0.0,146.077543258667,155.36985576152802,369.4083505868912,0.4123689316052198,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Kodakan,396973,Mahakalapada,Kendrapara,20.335999885867132,86.5659830550197,1387.8246194273233,3.791870544883397,67.43550109863281,81.0,1.0,0.0,0.0,146.077543258667,155.36985576152802,369.4083505868912,0.4123689316052198,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Chheda Kani,397107,Mahakalapada,Kendrapara,20.37273962681365,86.62177060331057,1387.8246194273233,3.791870544883397,67.43550109863281,81.0,1.0,0.0,0.0,146.077543258667,155.36985576152802,369.4083505868912,0.4123689316052198,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Khurusiapat,396963,Mahakalapada,Kendrapara,20.33628171422763,86.537083055302,1387.8246194273233,3.791870544883397,67.43550109863281,81.0,1.0,0.0,0.0,146.077543258667,155.36985576152802,369.4083505868912,0.4123689316052198,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Koratapanga,396965,Mahakalapada,Kendrapara,20.346269881875223,86.54945255366508,1387.8246194273233,3.791870544883397,67.43550109863281,81.0,1.0,0.0,0.0,146.077543258667,155.36985576152802,369.4083505868912,0.4123689316052198,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Akhadasali,397121,Mahakalapada,Kendrapara,20.342719849752022,86.6316991333185,,,,,,,,,,,,NO_DATA,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Naladia,396971,Mahakalapada,Kendrapara,20.331350616496003,86.5609838288799,1387.8246194273233,3.791870544883397,67.43550109863281,81.0,1.0,0.0,0.0,146.077543258667,155.36985576152802,369.4083505868912,0.4123689316052198,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Dasarajapur,397120,Mahakalapada,Kendrapara,20.344929020785678,86.61502013020598,1387.8246194273233,3.791870544883397,67.43550109863281,81.0,1.0,0.0,0.0,146.077543258667,155.36985576152802,369.4083505868912,0.4123689316052198,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Bandhakud,396961,Mahakalapada,Kendrapara,20.34833397551101,86.53277275086396,1387.8246194273233,3.791870544883397,67.43550109863281,81.0,1.0,0.0,0.0,146.077543258667,155.36985576152802,369.4083505868912,0.4123689316052198,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Gatanai Nuasahi,396966,Mahakalapada,Kendrapara,20.3570466701155,86.54127278852826,1387.8246194273233,3.791870544883397,67.43550109863281,81.0,1.0,0.0,0.0,146.077543258667,155.36985576152802,369.4083505868912,0.4123689316052198,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Purusottampur,396979,Mahakalapada,Kendrapara,20.353521491363068,86.58024154648308,1387.8246194273233,3.791870544883397,67.43550109863281,81.0,1.0,0.0,0.0,146.077543258667,155.36985576152802,369.4083505868912,0.4123689316052198,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Nuagan,396931,Mahakalapada,Kendrapara,20.373176838330075,86.55930188370365,1387.8246194273233,3.791870544883397,67.43550109863281,81.0,1.0,0.0,0.0,146.077543258667,155.36985576152802,369.4083505868912,0.4123689316052198,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Gararomita,396983,Mahakalapada,Kendrapara,20.350290962148147,86.59979776271908,1387.8246194273233,3.791870544883397,67.43550109863281,81.0,1.0,0.0,0.0,146.077543258667,155.36985576152802,369.4083505868912,0.4123689316052198,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
