village,vlcode,block,district,latitude,longitude,annual_rainfall_mm,mean_daily_rainfall_mm,max_daily_rainfall_mm,rainy_days,heavy_rain_days,very_heavy_rain_days,extremely_heavy_rain_days,max_3day_rainfall_mm,max_7day_rainfall_mm,max_30day_rainfall_mm,rainfall_hazard_score,rainfall_hazard_category,rainfall_data_source,rainfall_resolution
Chadeiguan,397091,Mahakalapada,Kendrapara,20.420100896105318,86.56360256515144,1365.2739568725228,3.730256712766456,77.22794342041016,94.0,1.0,0.0,0.0,166.52945137023926,187.4788548797369,327.1139611005783,0.4446950457593799,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Gaudabadpur,397092,Mahakalapada,Kendrapara,20.412855373925677,86.56312653232337,1365.2739568725228,3.730256712766456,77.22794342041016,94.0,1.0,0.0,0.0,166.52945137023926,187.4788548797369,327.1139611005783,0.4446950457593799,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Goja Bandha,397102,Mahakalapada,Kendrapara,20.38651571830521,86.60050737485479,1365.2739568725228,3.730256712766456,77.22794342041016,94.0,1.0,0.0,0.0,166.52945137023926,187.4788548797369,327.1139611005783,0.4446950457593799,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Jalakana,397089,Mahakalapada,Kendrapara,20.43738739997604,86.56117023862464,1365.2739568725228,3.730256712766456,77.22794342041016,94.0,1.0,0.0,0.0,166.52945137023926,187.4788548797369,327.1139611005783,0.4446950457593799,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Maha Kala Para,397088,Mahakalapada,Kendrapara,20.4166901001436,86.57925097664882,1365.2739568725228,3.730256712766456,77.22794342041016,94.0,1.0,0.0,0.0,166.52945137023926,187.4788548797369,327.1139611005783,0.4446950457593799,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Samantsingharpur,396927,Mahakalapada,Kendrapara,20.39179421157177,86.58463943330139,1365.2739568725228,3.730256712766456,77.22794342041016,94.0,1.0,0.0,0.0,166.52945137023926,187.4788548797369,327.1139611005783,0.4446950457593799,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Teragan,396926,Mahakalapada,Kendrapara,20.392631924327873,86.56932980662556,1365.2739568725228,3.730256712766456,77.22794342041016,94.0,1.0,0.0,0.0,166.52945137023926,187.4788548797369,327.1139611005783,0.4446950457593799,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Nantar,397082,Mahakalapada,Kendrapara,20.422746868963152,86.63720605396287,1416.3522049933672,3.8698147677414405,100.4802474975586,94.0,2.0,0.0,0.0,219.51153945922852,234.21389782428741,303.70591466128826,0.5378752947467564,HIGH,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Aitipur,397044,Mahakalapada,Kendrapara,20.454082025411076,86.57559137633632,1365.2739568725228,3.730256712766456,77.22794342041016,94.0,1.0,0.0,0.0,166.52945137023926,187.4788548797369,327.1139611005783,0.4446950457593799,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Balia,396986,Mahakalapada,Kendrapara,20.480620027159393,86.60556378071902,1365.2739568725228,3.730256712766456,77.22794342041016,94.0,1.0,0.0,0.0,166.52945137023926,187.4788548797369,327.1139611005783,0.4446950457593799,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Janra,397064,Mahakalapada,Kendrapara,20.422235545625163,86.61678123346367,1365.2739568725228,3.730256712766456,77.22794342041016,94.0,1.0,0.0,0.0,166.52945137023926,187.4788548797369,327.1139611005783,0.4446950457593799,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Itakandia,396989,Mahakalapada,Kendrapara,20.477963675476303,86.62985778063003,1416.3522049933672,3.8698147677414405,100.4802474975586,94.0,2.0,0.0,0.0,219.51153945922852,234.21389782428741,303.70591466128826,0.5378752947467564,HIGH,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Bada Rahama,396990,Mahakalapada,Kendrapara,20.488127986817204,86.6367797450281,1416.3522049933672,3.8698147677414405,100.4802474975586,94.0,2.0,0.0,0.0,219.51153945922852,234.21389782428741,303.70591466128826,0.5378752947467564,HIGH,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Mangalapur,397086,Mahakalapada,Kendrapara,20.409943410145807,86.59711858880418,1365.2739568725228,3.730256712766456,77.22794342041016,94.0,1.0,0.0,0.0,166.52945137023926,187.4788548797369,327.1139611005783,0.4446950457593799,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Gamha,397087,Mahakalapada,Kendrapara,20.416763260840554,86.59195011425476,1365.2739568725228,3.730256712766456,77.22794342041016,94.0,1.0,0.0,0.0,166.52945137023926,187.4788548797369,327.1139611005783,0.4446950457593799,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Gopalpur,397090,Mahakalapada,Kendrapara,20.421185110495813,86.556109651399,1365.2739568725228,3.730256712766456,77.22794342041016,94.0,1.0,0.0,0.0,166.52945137023926,187.4788548797369,327.1139611005783,0.4446950457593799,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Balana,396904,Marsaghai,Kendrapara,20.42473763042814,86.54393347772657,1365.2739568725228,3.730256712766456,77.22794342041016,94.0,1.0,0.0,0.0,166.52945137023926,187.4788548797369,327.1139611005783,0.4446950457593799,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Orata,397046,Mahakalapada,Kendrapara,20.46607327136016,86.56201432407559,1365.2739568725228,3.730256712766456,77.22794342041016,94.0,1.0,0.0,0.0,166.52945137023926,187.4788548797369,327.1139611005783,0.4446950457593799,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Raigada,397065,Mahakalapada,Kendrapara,20.428835300504673,86.62664000291903,1416.3522049933672,3.8698147677414405,100.4802474975586,94.0,2.0,0.0,0.0,219.51153945922852,234.21389782428741,303.70591466128826,0.5378752947467564,HIGH,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Ostara,396934,Mahakalapada,Kendrapara,20.387783150830572,86.54970688118661,1365.2739568725228,3.730256712766456,77.22794342041016,94.0,1.0,0.0,0.0,166.52945137023926,187.4788548797369,327.1139611005783,0.4446950457593799,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Sarumunhi,397113,Mahakalapada,Kendrapara,20.38558954875608,86.64209785877824,1416.3522049933672,3.8698147677414405,100.4802474975586,94.0,2.0,0.0,0.0,219.51153945922852,234.21389782428741,303.70591466128826,0.5378752947467564,HIGH,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Chhatar,396988,Mahakalapada,Kendrapara,20.47657475718463,86.6235208504994,1365.2739568725228,3.730256712766456,77.22794342041016,94.0,1.0,0.0,0.0,166.52945137023926,187.4788548797369,327.1139611005783,0.4446950457593799,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Mahula Kandha,397099,Mahakalapada,Kendrapara,20.395065121702487,86.62498013136903,1365.2739568725228,3.730256712766456,77.22794342041016,94.0,1.0,0.0,0.0,166.52945137023926,187.4788548797369,327.1139611005783,0.4446950457593799,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Bachhuria,397109,Mahakalapada,Kendrapara,20.38673025725705,86.62920590998023,1416.3522049933672,3.8698147677414405,100.4802474975586,94.0,2.0,0.0,0.0,219.51153945922852,234.21389782428741,303.70591466128826,0.5378752947467564,HIGH,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Jemadeipur,397084,Mahakalapada,Kendrapara,20.408175477299388,86.62728541847602,1416.3522049933672,3.8698147677414405,100.4802474975586,94.0,2.0,0.0,0.0,219.51153945922852,234.21389782428741,303.70591466128826,0.5378752947467564,HIGH,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Kiar Banka,397063,Mahakalapada,Kendrapara,20.427349926907723,86.59846067034314,1365.2739568725228,3.730256712766456,77.22794342041016,94.0,1.0,0.0,0.0,166.52945137023926,187.4788548797369,327.1139611005783,0.4446950457593799,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Pareswar Pur,397083,Mahakalapada,Kendrapara,20.413805313717457,86.63924269444618,1416.3522049933672,3.8698147677414405,100.4802474975586,94.0,2.0,0.0,0.0,219.51153945922852,234.21389782428741,303.70591466128826,0.5378752947467564,HIGH,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Sahabaj Pur,397062,Mahakalapada,Kendrapara,20.440581123381776,86.59335793879531,1365.2739568725228,3.730256712766456,77.22794342041016,94.0,1.0,0.0,0.0,166.52945137023926,187.4788548797369,327.1139611005783,0.4446950457593799,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Maliancha,397030,Mahakalapada,Kendrapara,20.44224637610204,86.62483004166404,1365.2739568725228,3.730256712766456,77.22794342041016,94.0,1.0,0.0,0.0,166.52945137023926,187.4788548797369,327.1139611005783,0.4446950457593799,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Babakar Pur,397055,Mahakalapada,Kendrapara,20.444665493609765,86.54967134437621,1365.2739568725228,3.730256712766456,77.22794342041016,94.0,1.0,0.0,0.0,166.52945137023926,187.4788548797369,327.1139611005783,0.4446950457593799,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Ramakani,397060,Mahakalapada,Kendrapara,20.443338467944073,86.5836853344999,1365.2739568725228,3.730256712766456,77.22794342041016,94.0,1.0,0.0,0.0,166.52945137023926,187.4788548797369,327.1139611005783,0.4446950457593799,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Barakandha,397106,Mahakalapada,Kendrapara,20.380671887469163,86.60967600770064,1365.2739568725228,3.730256712766456,77.22794342041016,94.0,1.0,0.0,0.0,166.52945137023926,187.4788548797369,327.1139611005783,0.4446950457593799,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Kochila,397115,Mahakalapada,Kendrapara,20.37987843474519,86.63636684550661,1416.3522049933672,3.8698147677414405,100.4802474975586,94.0,2.0,0.0,0.0,219.51153945922852,234.21389782428741,303.70591466128826,0.5378752947467564,HIGH,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Ghantia Palli,397040,Mahakalapada,Kendrapara,20.468980248937232,86.58963673340845,1365.2739568725228,3.730256712766456,77.22794342041016,94.0,1.0,0.0,0.0,166.52945137023926,187.4788548797369,327.1139611005783,0.4446950457593799,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Bandhapara,397101,Mahakalapada,Kendrapara,20.388673950648872,86.6086100625026,1365.2739568725228,3.730256712766456,77.22794342041016,94.0,1.0,0.0,0.0,166.52945137023926,187.4788548797369,327.1139611005783,0.4446950457593799,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Gokhapada,396925,Mahakalapada,Kendrapara,20.390672775801477,86.54224712868472,1365.2739568725228,3.730256712766456,77.22794342041016,94.0,1.0,0.0,0.0,166.52945137023926,187.4788548797369,327.1139611005783,0.4446950457593799,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Sankhapada,397038,Mahakalapada,Kendrapara,20.45364974336252,86.59398040451607,1365.2739568725228,3.730256712766456,77.22794342041016,94.0,1.0,0.0,0.0,166.52945137023926,187.4788548797369,327.1139611005783,0.4446950457593799,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Mulubasanta,396984,Mahakalapada,Kendrapara,20.49260929444578,86.60125303981135,1365.2739568725228,3.730256712766456,77.22794342041016,94.0,1.0,0.0,0.0,166.52945137023926,187.4788548797369,327.1139611005783,0.4446950457593799,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Bijayanagar,397034,Mahakalapada,Kendrapara,20.445166037855998,86.6109157552798,1365.2739568725228,3.730256712766456,77.22794342041016,94.0,1.0,0.0,0.0,166.52945137023926,187.4788548797369,327.1139611005783,0.4446950457593799,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Kalapara,397041,Mahakalapada,Kendrapara,20.470015546220637,86.5847279943051,1365.2739568725228,3.730256712766456,77.22794342041016,94.0,1.0,0.0,0.0,166.52945137023926,187.4788548797369,327.1139611005783,0.4446950457593799,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Anduli,397042,Mahakalapada,Kendrapara,20.468759938324816,86.57211597414312,1365.2739568725228,3.730256712766456,77.22794342041016,94.0,1.0,0.0,0.0,166.52945137023926,187.4788548797369,327.1139611005783,0.4446950457593799,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Bilipada,397048,Mahakalapada,Kendrapara,20.46348522632961,86.54386321470461,1365.2739568725228,3.730256712766456,77.22794342041016,94.0,1.0,0.0,0.0,166.52945137023926,187.4788548797369,327.1139611005783,0.4446950457593799,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Sri Chandan Pur,397037,Mahakalapada,Kendrapara,20.463074805622725,86.6006118183544,1365.2739568725228,3.730256712766456,77.22794342041016,94.0,1.0,0.0,0.0,166.52945137023926,187.4788548797369,327.1139611005783,0.4446950457593799,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Palaspur,396905,Marsaghai,Kendrapara,20.418135101808126,86.53866212807179,1365.2739568725228,3.730256712766456,77.22794342041016,94.0,1.0,0.0,0.0,166.52945137023926,187.4788548797369,327.1139611005783,0.4446950457593799,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Tithi,397085,Mahakalapada,Kendrapara,20.416055614095676,86.61335324072411,1365.2739568725228,3.730256712766456,77.22794342041016,94.0,1.0,0.0,0.0,166.52945137023926,187.4788548797369,327.1139611005783,0.4446950457593799,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Deula Pada,397058,Mahakalapada,Kendrapara,20.444221128991025,86.57105495821963,1365.2739568725228,3.730256712766456,77.22794342041016,94.0,1.0,0.0,0.0,166.52945137023926,187.4788548797369,327.1139611005783,0.4446950457593799,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Rajagada,397054,Mahakalapada,Kendrapara,20.443097622801282,86.5337693088484,1365.2739568725228,3.730256712766456,77.22794342041016,94.0,1.0,0.0,0.0,166.52945137023926,187.4788548797369,327.1139611005783,0.4446950457593799,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Jagati,397066,Mahakalapada,Kendrapara,20.434679576426113,86.63993484534103,1416.3522049933672,3.8698147677414405,100.4802474975586,94.0,2.0,0.0,0.0,219.51153945922852,234.21389782428741,303.70591466128826,0.5378752947467564,HIGH,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Ranki,397032,Mahakalapada,Kendrapara,20.455550411746742,86.63373505754137,1416.3522049933672,3.8698147677414405,100.4802474975586,94.0,2.0,0.0,0.0,219.51153945922852,234.21389782428741,303.70591466128826,0.5378752947467564,HIGH,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Sikhar,397093,Mahakalapada,Kendrapara,20.417418633051327,86.57159199069599,1365.2739568725228,3.730256712766456,77.22794342041016,94.0,1.0,0.0,0.0,166.52945137023926,187.4788548797369,327.1139611005783,0.4446950457593799,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Dadhipur,397097,Mahakalapada,Kendrapara,20.399722412130792,86.60204420238867,1365.2739568725228,3.730256712766456,77.22794342041016,94.0,1.0,0.0,0.0,166.52945137023926,187.4788548797369,327.1139611005783,0.4446950457593799,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Adoi,397110,Mahakalapada,Kendrapara,20.397247547854032,86.6367502125662,1416.3522049933672,3.8698147677414405,100.4802474975586,94.0,2.0,0.0,0.0,219.51153945922852,234.21389782428741,303.70591466128826,0.5378752947467564,HIGH,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Karanja,396924,Mahakalapada,Kendrapara,20.40373320188729,86.55831407393185,1365.2739568725228,3.730256712766456,77.22794342041016,94.0,1.0,0.0,0.0,166.52945137023926,187.4788548797369,327.1139611005783,0.4446950457593799,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Dasi Pur,396902,Marsaghai,Kendrapara,20.427847790725085,86.53025350834203,1365.2739568725228,3.730256712766456,77.22794342041016,94.0,1.0,0.0,0.0,166.52945137023926,187.4788548797369,327.1139611005783,0.4446950457593799,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Adam Pur,396903,Marsaghai,Kendrapara,20.43227199778208,86.55006923121685,1365.2739568725228,3.730256712766456,77.22794342041016,94.0,1.0,0.0,0.0,166.52945137023926,187.4788548797369,327.1139611005783,0.4446950457593799,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Chandia Palli,397061,Mahakalapada,Kendrapara,20.42907370682063,86.58229539258062,1365.2739568725228,3.730256712766456,77.22794342041016,94.0,1.0,0.0,0.0,166.52945137023926,187.4788548797369,327.1139611005783,0.4446950457593799,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Amirabad,397059,Mahakalapada,Kendrapara,20.43386914915544,86.5736504399714,1365.2739568725228,3.730256712766456,77.22794342041016,94.0,1.0,0.0,0.0,166.52945137023926,187.4788548797369,327.1139611005783,0.4446950457593799,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Badadihi,397026,Mahakalapada,Kendrapara,20.469744229017834,86.63587706208824,1416.3522049933672,3.8698147677414405,100.4802474975586,94.0,2.0,0.0,0.0,219.51153945922852,234.21389782428741,303.70591466128826,0.5378752947467564,HIGH,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Kanpur,397031,Mahakalapada,Kendrapara,20.448063516600122,86.62446734024833,1365.2739568725228,3.730256712766456,77.22794342041016,94.0,1.0,0.0,0.0,166.52945137023926,187.4788548797369,327.1139611005783,0.4446950457593799,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Dia Rajagarh,397056,Mahakalapada,Kendrapara,20.45292388569021,86.54584552783709,1365.2739568725228,3.730256712766456,77.22794342041016,94.0,1.0,0.0,0.0,166.52945137023926,187.4788548797369,327.1139611005783,0.4446950457593799,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Oliha,397045,Mahakalapada,Kendrapara,20.454644493216577,86.56440738102245,1365.2739568725228,3.730256712766456,77.22794342041016,94.0,1.0,0.0,0.0,166.52945137023926,187.4788548797369,327.1139611005783,0.4446950457593799,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Olihanilakanthapur,397057,Mahakalapada,Kendrapara,20.4504437846279,86.5564443582643,1365.2739568725228,3.730256712766456,77.22794342041016,94.0,1.0,0.0,0.0,166.52945137023926,187.4788548797369,327.1139611005783,0.4446950457593799,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Balipal,397039,Mahakalapada,Kendrapara,20.455809617430827,86.58399006950955,1365.2739568725228,3.730256712766456,77.22794342041016,94.0,1.0,0.0,0.0,166.52945137023926,187.4788548797369,327.1139611005783,0.4446950457593799,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Arada,397033,Mahakalapada,Kendrapara,20.453505197139,86.62414527693724,1365.2739568725228,3.730256712766456,77.22794342041016,94.0,1.0,0.0,0.0,166.52945137023926,187.4788548797369,327.1139611005783,0.4446950457593799,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Benupal,396922,Mahakalapada,Kendrapara,20.40640389208162,86.53600274885093,1365.2739568725228,3.730256712766456,77.22794342041016,94.0,1.0,0.0,0.0,166.52945137023926,187.4788548797369,327.1139611005783,0.4446950457593799,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Ekalapur,397027,Mahakalapada,Kendrapara,20.453897828152428,86.64166021417157,1416.3522049933672,3.8698147677414405,100.4802474975586,94.0,2.0,0.0,0.0,219.51153945922852,234.21389782428741,303.70591466128826,0.5378752947467564,HIGH,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Nachhi Pada,397049,Mahakalapada,Kendrapara,20.461545458719385,86.53727972196549,1365.2739568725228,3.730256712766456,77.22794342041016,94.0,1.0,0.0,0.0,166.52945137023926,187.4788548797369,327.1139611005783,0.4446950457593799,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Basaghar,397043,Mahakalapada,Kendrapara,20.463535472568854,86.57721135635526,1365.2739568725228,3.730256712766456,77.22794342041016,94.0,1.0,0.0,0.0,166.52945137023926,187.4788548797369,327.1139611005783,0.4446950457593799,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Sahoo Pada,396985,Mahakalapada,Kendrapara,20.487589613369202,86.60523899006239,1365.2739568725228,3.730256712766456,77.22794342041016,94.0,1.0,0.0,0.0,166.52945137023926,187.4788548797369,327.1139611005783,0.4446950457593799,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Batakuli,397096,Mahakalapada,Kendrapara,20.396904311948603,86.6045694725946,1365.2739568725228,3.730256712766456,77.22794342041016,94.0,1.0,0.0,0.0,166.52945137023926,187.4788548797369,327.1139611005783,0.4446950457593799,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Potakani,397108,Mahakalapada,Kendrapara,20.38268560439755,86.62541076880416,1416.3522049933672,3.8698147677414405,100.4802474975586,94.0,2.0,0.0,0.0,219.51153945922852,234.21389782428741,303.70591466128826,0.5378752947467564,HIGH,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Niyamatpur,397050,Mahakalapada,Kendrapara,20.46682546181158,86.53313229106229,1365.2739568725228,3.730256712766456,77.22794342041016,94.0,1.0,0.0,0.0,166.52945137023926,187.4788548797369,327.1139611005783,0.4446950457593799,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Dahimachha,396921,Mahakalapada,Kendrapara,20.39699150315215,86.53448986820644,1365.2739568725228,3.730256712766456,77.22794342041016,94.0,1.0,0.0,0.0,166.52945137023926,187.4788548797369,327.1139611005783,0.4446950457593799,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Rama Chandra Pur,396987,Mahakalapada,Kendrapara,20.47962717365983,86.6184782526611,1365.2739568725228,3.730256712766456,77.22794342041016,94.0,1.0,0.0,0.0,166.52945137023926,187.4788548797369,327.1139611005783,0.4446950457593799,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Jasuapalli,397036,Mahakalapada,Kendrapara,20.472298572854456,86.59474375139662,1365.2739568725228,3.730256712766456,77.22794342041016,94.0,1.0,0.0,0.0,166.52945137023926,187.4788548797369,327.1139611005783,0.4446950457593799,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Potia,397035,Mahakalapada,Kendrapara,20.471384160641154,86.60953328804271,1365.2739568725228,3.730256712766456,77.22794342041016,94.0,1.0,0.0,0.0,166.52945137023926,187.4788548797369,327.1139611005783,0.4446950457593799,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Alailo,397047,Mahakalapada,Kendrapara,20.4714270756104,86.5518351638598,1365.2739568725228,3.730256712766456,77.22794342041016,94.0,1.0,0.0,0.0,166.52945137023926,187.4788548797369,327.1139611005783,0.4446950457593799,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Baulapara,397095,Mahakalapada,Kendrapara,20.403748179135206,86.59308697869149,1365.2739568725228,3.730256712766456,77.22794342041016,94.0,1.0,0.0,0.0,166.52945137023926,187.4788548797369,327.1139611005783,0.4446950457593799,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Gobardhanpur,396923,Mahakalapada,Kendrapara,20.409530510432937,86.54183605745365,1365.2739568725228,3.730256712766456,77.22794342041016,94.0,1.0,0.0,0.0,166.52945137023926,187.4788548797369,327.1139611005783,0.4446950457593799,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Kumbharapara,397098,Mahakalapada,Kendrapara,20.404976200304237,86.61421489178747,1365.2739568725228,3.730256712766456,77.22794342041016,94.0,1.0,0.0,0.0,166.52945137023926,187.4788548797369,327.1139611005783,0.4446950457593799,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Marichakani,397100,Mahakalapada,Kendrapara,20.392697911391842,86.61458692606743,1365.2739568725228,3.730256712766456,77.22794342041016,94.0,1.0,0.0,0.0,166.52945137023926,187.4788548797369,327.1139611005783,0.4446950457593799,MODERATE,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Baradia,395618,Rajkanika,Kendrapara,20.739616918931524,86.75158960189366,1439.8138199448586,3.933917540832947,122.3011703491211,89.0,2.0,1.0,0.0,254.9297924041748,270.06409645080566,334.2525098323822,0.6098682748579979,HIGH,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Kusiapal,397069,Mahakalapada,Kendrapara,20.453903387787904,86.66163308158713,1416.3522049933672,3.8698147677414405,100.4802474975586,94.0,2.0,0.0,0.0,219.51153945922852,234.21389782428741,303.70591466128826,0.5378752947467564,HIGH,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Balisahipatna,395912,Rajnagar,Kendrapara,20.61715107317591,86.72360311336574,1416.3522049933672,3.8698147677414405,100.4802474975586,94.0,2.0,0.0,0.0,219.51153945922852,234.21389782428741,303.70591466128826,0.5378752947467564,HIGH,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Baulakani,397112,Mahakalapada,Kendrapara,20.402398624781295,86.66778644727856,1416.3522049933672,3.8698147677414405,100.4802474975586,94.0,2.0,0.0,0.0,219.51153945922852,234.21389782428741,303.70591466128826,0.5378752947467564,HIGH,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Petchhela,396058,Mahakalapada,Kendrapara,20.385308604679697,86.6639136373267,1416.3522049933672,3.8698147677414405,100.4802474975586,94.0,2.0,0.0,0.0,219.51153945922852,234.21389782428741,303.70591466128826,0.5378752947467564,HIGH,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Tanki Belari,397078,Mahakalapada,Kendrapara,20.41340001835693,86.65791923068738,1416.3522049933672,3.8698147677414405,100.4802474975586,94.0,2.0,0.0,0.0,219.51153945922852,234.21389782428741,303.70591466128826,0.5378752947467564,HIGH,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
Narasingha Pur,397015,Mahakalapada,Kendrapara,20.493553738596134,86.73406668565059,1416.3522049933672,3.8698147677414405,100.4802474975586,94.0,2.0,0.0,0.0,219.51153945922852,234.21389782428741,303.70591466128826,0.5378752947467564,HIGH,IMD 0.25 degree gridded daily rainfall 2024,0.25 x 0.25 degree
