village,vlcode,coastal_hazard_score,flood_hazard_score,cyclone_hazard_score,rainfall_hazard_score,multi_hazard_score,multi_hazard_category,hazards_available,hazard_contribution
Kusun Pur,396915,0.3053002171916459,0.1,0.5952816702205024,0.4446950457593799,0.3543494918644953,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Pikarali,396789,0.6581526067534478,0.8,0.622330608944472,0.4446950457593799,0.6419674434140283,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Girang,396906,0.29000105438721924,0.1,0.5858232057557519,0.4446950457593799,0.3473951269069797,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Mehendinagar,396512,0.673488748535553,0.1,0.6334312857151531,0.4446950457593799,0.4743434551413301,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Karamakul,396917,0.19247477323038734,0.1,0.5889619340029721,0.4446950457593799,0.31892192462173524,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Hindulia,396895,0.7003848160966664,0.3,0.6246011031104539,0.4446950457593799,0.5302047297584894,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Bagadia,396901,0.4305549336388542,0.1,0.5883002254564372,0.4446950457593799,0.39018054560764154,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Silipur,396900,0.44762779210280307,0.1,0.5982799811020518,0.4446950457593799,0.39779734205822986,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Kan Pur,396908,0.35517445436775796,0.1,0.5963948396779453,0.4446950457593799,0.3695900553816897,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Parakula,396783,0.5582760104468927,0.8,0.6165043818632348,0.4446950457593799,0.6105479077517525,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Gopinathpur,396916,0.19842994816799364,0.8,0.5851097127672127,0.4446950457593799,0.4947454217940772,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Bara Tunga,396719,0.5172301519444764,0.8,0.6173977556067997,0.4446950457593799,0.5984574936369189,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Jaganathpur,396535,0.70062021892987,0.1,0.6084415784937682,0.4446950457593799,0.476235469454279,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Ramchandrapur,395847,0.4304390929285809,0.1,0.5962767212054557,0.6098682748579979,0.42517456315153773,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Kuanrpal,396911,0.36894133291023035,0.1,0.6023317602424274,0.4446950457593799,0.37520434908555195,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Badakul,396920,0.21429979737481913,0.1,0.5802842235958645,0.4446950457593799,0.32330000426328787,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Narayanpur,396786,0.4657842012433678,1.0,0.6112866007472639,0.4446950457593799,0.6314959197117023,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Dumuka,396907,0.3646891137124151,0.1,0.5905838956248873,0.4446950457593799,0.37099171717182233,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Pentha,396716,0.5866027235455105,0.3,0.634358481346812,0.4446950457593799,0.4985094465522321,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Jagadispur,396522,0.7059540516226863,0.1,0.6129901650302667,0.4446950457593799,0.47897276589624854,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Chakarpur,396516,0.7025557409124601,0.3,0.6192802242781523,0.4446950457593799,0.5295257874951521,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Barei,396537,0.6327481158642738,0.1,0.6087304846855912,0.4446950457593799,0.4559460650825559,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Arakhia,396538,0.6256436601923001,0.1,0.6066369815773363,0.4446950457593799,0.4532913526039,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Angulai,396518,0.6354995903417662,0.1,0.6143406236478495,0.4446950457593799,0.4581740421663682,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Manitiri,397051,0.6545985035107953,0.1,0.5839093884242215,0.4446950457593799,0.4562959073111699,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Balia,396547,0.6466358192333637,0.1,0.5889848254436603,0.4446950457593799,0.45517596128280013,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Nembara,396546,0.6858230699934591,0.1,0.5930458012265059,0.4446950457593799,0.46794738045654016,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Panchanpur,396515,0.7089244279600371,0.1,0.6211707310968724,0.4446950457593799,0.48190902031410515,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Anko,396785,0.5254798876892588,0.8,0.6121078722081192,0.4446950457593799,0.5996099435106834,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Niladripur,396523,0.7036303429762041,0.1,0.6160342147113296,0.4446950457593799,0.4790366657225696,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Jaganathpur,397094,0.17981740690567172,0.1,0.5736830568060742,0.4446950457593799,0.31130499542509604,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Narendrapur,396543,0.682143345542265,0.3,0.6002259464015144,0.4446950457593799,0.5186384994149341,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Kulapada,396534,0.6878678003808112,0.3,0.6033858247831654,0.4446950457593799,0.5211458054619107,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Garajanga Palli,396784,0.4593870543306324,0.8,0.6151571564528348,0.4446950457593799,0.5805444145642744,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Nuagan,396520,0.7120774446888531,0.0,0.6126581049142742,0.4446950457593799,0.45572676878710044,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Chadeiguan,397091,0.3264415148558565,0.3,0.5647997799682956,0.4446950457593799,0.4030714086007068,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Gaudabadpur,397092,0.2542790614439152,0.3,0.5683153340189737,0.4446950457593799,0.38230156108979396,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Goja Bandha,397102,0.3549386753878735,0.1,0.585037410758494,0.4446950457593799,0.3666799644578615,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Jalakana,397089,0.4472812324944067,0.3,0.5665654501106538,0.4446950457593799,0.4397647414278614,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Maha Kala Para,397088,0.28761519158841964,0.1,0.5684290211967574,0.4446950457593799,0.3423308219275912,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Samantsingharpur,396927,0.29250508154479005,0.0,0.5810947654321463,0.4446950457593799,0.3219642249733496,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Teragan,396926,0.24242966927197673,0.1,0.5787818619387073,0.4446950457593799,0.3313633754181458,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Nantar,397082,0.19256044744910228,0.3,0.5698128364116489,0.5378752947467564,0.3827964022869942,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Aitipur,397044,0.5819584599283927,0.1,0.5610115421619071,0.4446950457593799,0.42877943267087054,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Balia,396986,0.690299331896971,0.1,0.5486354592881008,0.4446950457593799,0.45818767354299245,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Janra,397064,0.24318878066794886,0.3,0.5685964443871676,0.4446950457593799,0.37904475444905256,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Itakandia,396989,0.6549757285569944,0.3,0.5438203049736734,0.5378752947467564,0.5150228537598679,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Bada Rahama,396990,0.6986029421300435,0.3,0.5396193054398182,0.5378752947467564,0.5270607679483189,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Mangalapur,397086,0.17609965607404124,0.3,0.5731999518365025,0.4446950457593799,0.36006889393321395,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Gamha,397087,0.24404462462091403,0.1,0.569553866014199,0.4446950457593799,0.32954086304169994,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Gopalpur,397090,0.31218511685850486,0.3,0.5678552437599647,0.4446950457593799,0.39955835514941856,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Balana,396904,0.3165549512770679,0.1,0.5737042656111053,0.4446950457593799,0.3523315609377727,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Orata,397046,0.6729684755131653,0.3,0.5674256063947978,0.4446950457593799,0.507685953404525,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Raigada,397065,0.24883073841816283,0.3,0.5661390015869523,0.5378752947467564,0.3987590308715382,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Ostara,396934,0.272528981228383,0.1,0.5786339483840566,0.4446950457593799,0.34035619061640504,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Sarumunhi,397113,0.2830268145687943,0.0,0.5883732576053867,0.5378752947467564,0.3395764177213363,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Chhatar,396988,0.6293532633489667,0.3,0.5440141201150342,0.4446950457593799,0.48874851818532455,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Mahula Kandha,397099,0.24986557539588486,1.0,0.5828398223108777,0.4446950457593799,0.5596086373483609,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Bachhuria,397109,0.2989742900748915,0.8,0.587234982680695,0.5378752947467564,0.5440760916419924,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Jemadeipur,397084,0.13048407036013532,1.0,0.5760636580222804,0.5378752947467564,0.540736194562962,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Kiar Banka,397063,0.3005774062217341,0.1,0.564755347752949,0.4446950457593799,0.34530106795663346,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Pareswar Pur,397083,0.12206224952899353,0.3,0.5740109416057825,0.5378752947467564,0.36269646920949494,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Sahabaj Pur,397062,0.4212187365528787,0.1,0.5582784963821639,0.4446950457593799,0.3798742542132805,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Maliancha,397030,0.35897846640789327,0.3,0.5596655204483014,0.4446950457593799,0.4115489291863193,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Babakar Pur,397055,0.4810913015238434,0.1,0.572303293523293,0.4446950457593799,0.4013422229898522,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Ramakani,397060,0.467797777237704,0.3,0.556906353350456,0.4446950457593799,0.44350493066080116,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Barakandha,397106,0.3814572834830113,0.1,0.5888909767214519,0.4446950457593799,0.3755989383771423,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Kochila,397115,0.3541122607625139,0.0,0.5913216943265305,0.5378752947467564,0.3616391607597381,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Ghantia Palli,397040,0.6333824428072965,0.1,0.5552728591126135,0.4446950457593799,0.4427719567722183,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Bandhapara,397101,0.32509262928305516,0.1,0.5844865851964768,0.4446950457593799,0.3575884442359117,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Gokhapada,396925,0.24725292432750662,0.3,0.5761013235808768,0.4446950457593799,0.38214021734534714,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Sankhapada,397038,0.524801648865326,0.1,0.552835248459502,0.4446950457593799,0.40958831592634926,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Mulubasanta,396984,0.6976326849140653,0.3,0.5506580145940434,0.4446950457593799,0.5108933182746064,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Bijayanagar,397034,0.4050291699905373,0.1,0.5571939043491516,0.4446950457593799,0.374746236236325,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Kalapara,397041,0.6611596983731511,0.1,0.5574583139009575,0.4446950457593799,0.45165149713906066,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Anduli,397042,0.6942186448131358,0.1,0.5629890010998366,0.4446950457593799,0.46295185287077584,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Bilipada,397048,0.5720235901515922,0.3,0.5757619190461734,0.4446950457593799,0.47948656595889694,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Sri Chandan Pur,397037,0.6023977313769848,0.3,0.5505566661114318,0.4446950457593799,0.4822974950928294,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Palaspur,396905,0.24767923373892295,0.1,0.5756765878260348,0.4446950457593799,0.3321619262300616,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Tithi,397085,0.1934813945688489,0.0,0.5716627165305314,0.4446950457593799,0.2898991066551635,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Deula Pada,397058,0.5174413335787404,0.1,0.562521633339466,0.4446950457593799,0.4098018175603646,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Rajagada,397054,0.44541869997540035,0.3,0.579564876617249,0.4446950457593799,0.4424558382988083,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Jagati,397066,0.2941234392043488,0.3,0.5639049016255229,0.5378752947467564,0.4117883161170366,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Ranki,397032,0.4749477000357043,0.3,0.5541934928968533,0.5378752947467564,0.4636077421842759,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Sikhar,397093,0.2994471170714779,0.3,0.5670604771193719,0.4446950457593799,0.3955382635531623,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Dadhipur,397097,0.22979950407091934,0.3,0.5783975329634699,0.4446950457593799,0.3774782436140192,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Adoi,397110,0.18657950600083784,1.0,0.5823054412752837,0.5378752947467564,0.5591252710684236,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Karanja,396924,0.17501144466747115,0.1,0.5721745369107474,0.4446950457593799,0.30948607677980416,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Dasi Pur,396902,0.3310430071088505,0.1,0.5803947033093872,0.4446950457593799,0.3583505871118779,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Adam Pur,396903,0.3914588824971457,0.1,0.5714617185370877,0.4446950457593799,0.3742421035352916,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Chandia Palli,397061,0.37133452323255445,0.1,0.5626494327433684,0.4446950457593799,0.3660017243074844,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Amirabad,397059,0.4311936348070815,0.1,0.5607634862136117,0.4446950457593799,0.38348797114740335,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Badadihi,397026,0.573848174839575,0.3,0.5474707341964679,0.5378752947467564,0.4915971949503407,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Kanpur,397031,0.4106129640484732,0.3,0.5569679792608278,0.4446950457593799,0.42636489318162485,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Dia Rajagarh,397056,0.5194692200048181,0.3,0.5744938952113332,0.4446950457593799,0.4634032489561547,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Oliha,397045,0.6022217421506832,0.3,0.565861821155444,0.4446950457593799,0.48607098708594193,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Olihanilakanthapur,397057,0.5529602862158967,0.3,0.5694672073907906,0.4446950457593799,0.4721938968643426,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Balipal,397039,0.5548053583504231,0.1,0.5573999092960502,0.4446950457593799,0.4197305939810155,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Arada,397033,0.4631046155604058,0.3,0.55427816564581,0.4446950457593799,0.4414399352314502,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Benupal,396922,0.16068574714000058,0.1,0.5758050677616829,0.4446950457593799,0.3060960002342969,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Ekalapur,397027,0.4362493376256376,0.3,0.5551542673643707,0.5378752947467564,0.4522384270781352,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Nachhi Pada,397049,0.5864415756916774,0.1,0.5788527650812823,0.4446950457593799,0.4345846731296998,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Basaghar,397043,0.6358573896211077,0.1,0.5604989636799727,0.4446950457593799,0.44482096695820145,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Sahoo Pada,396985,0.6998955553265829,0.3,0.5489753529737385,0.4446950457593799,0.5111515139932855,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Batakuli,397096,0.25737141928006274,1.0,0.5801828703880336,0.4446950457593799,0.5611961525329032,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Potakani,397108,0.3515938731970068,0.0,0.5892017314520839,0.5378752947467564,0.3603536537714743,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Niyamatpur,397050,0.6470115390398077,0.3,0.5812186380398044,0.4446950457593799,0.5033471303737694,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Dahimachha,396921,0.24860807317123848,0.1,0.5756072219668436,0.4446950457593799,0.3324232365949584,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Rama Chandra Pur,396987,0.6702087147334379,0.3,0.5433562633273177,0.4446950457593799,0.5008406894037368,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Jasuapalli,397036,0.6774441363832482,0.3,0.5531714709063199,0.4446950457593799,0.5054651177934304,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Potia,397035,0.6120497048397033,0.3,0.5467719338284598,0.4446950457593799,0.48424690406090193,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Alailo,397047,0.6468757068853876,0.3,0.5724238363987864,0.4446950457593799,0.5011076803171889,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Baulapara,397095,0.1972464861702293,0.3,0.5756382360574942,0.4446950457593799,0.3670225140173183,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Gobardhanpur,396923,0.19746952560707107,0.1,0.5734307220187849,0.4446950457593799,0.3165375473386935,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Kumbharapara,397098,0.17909768672052487,0.8,0.5770280780915735,0.4446950457593799,0.4869253346909268,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Marichakani,397100,0.28246563447833706,0.8,0.5830866208183615,0.4446950457593799,0.5194503546999675,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Baradia,395618,0.6975337007056228,0.3,0.5913514057468898,0.6098682748579979,0.5540716166200089,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Kusiapal,397069,0.3671839300126125,0.3,0.5558170723320561,0.5378752947467564,0.43168450603614905,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Balisahipatna,395912,0.6795960563605226,0.0,0.566392050755908,0.5378752947467564,0.45305188854648504,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Baulakani,397112,0.26553805936211405,0.0,0.5811978097564287,0.5378752947467564,0.33253592919709263,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Petchhela,396058,0.2764826343007063,0.1,0.5890229683251664,0.5378752947467564,0.3627755913208548,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Tanki Belari,397078,0.17586148965210577,0.8,0.5751832661153407,0.5378752947467564,0.5041293223738182,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Narasingha Pur,397015,0.563427640494263,0.3,0.5383165215831034,0.5378752947467564,0.48618248149340604,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Maladhia,397081,0.11752319246060966,0.3,0.573955081435087,0.5378752947467564,0.3613207870463059,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Babara,396992,0.6399763613599638,0.3,0.5407908176646562,0.5378752947467564,0.5097656717735044,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Pancha Gachhia,397018,0.4005484712346101,0.1,0.5575997163078801,0.5378752947467564,0.3921395293967044,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Kakat Pur,396993,0.5753308593145632,0.3,0.5445214556384728,0.5378752947467564,0.49130468065333843,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Jamboo,396057,0.620245003831476,0.1,0.5704906111589391,0.5378752947467564,0.4612712128885288,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Sugal,397021,0.4127285417484918,0.1,0.5520889255180207,0.5378752947467564,0.39441585285340397,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Bhitarsubala,397079,0.19887294179922746,0.3,0.5724016065810054,0.5378752947467564,0.38533734313437085,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Maladhia,397004,0.5535186269912332,0.3,0.5410830217630004,0.5378752947467564,0.48390140248747127,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Badatota Chhapali,397077,0.3420836476756923,0.0,0.5727035508807607,0.5378752947467564,0.3533760409722492,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Bara Danga,397067,0.2755383429269621,0.3,0.5636473272038816,0.5378752947467564,0.40614839362841026,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Kalatunga,396995,0.5391803497513,0.3,0.5453693911400123,0.5378752947467564,0.4806715116597443,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Pankapal,397073,0.25063186833007023,0.3,0.5653578640041623,0.5378752947467564,0.3991040854494129,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Baliganda Ratanpur,396997,0.6782171566857877,0.0,0.5383267126717194,0.5378752947467564,0.4456218841230174,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Radia,397028,0.4013394877242435,0.3,0.5560551239777666,0.5378752947467564,0.44199068626106597,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Kharianta,397023,0.4255507932722453,0.3,0.5528999734289621,0.5378752947467564,0.44846529028826543,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Bhateni,397075,0.4666658641750698,0.1,0.570521244527431,0.5378752947467564,0.41520512933373,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Badamatha,397080,0.20432321840976597,0.3,0.5671612763963032,0.5378752947467564,0.38566234357135687,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Bagagahan,397074,0.36562111601705677,0.1,0.5660086852391775,0.5378752947467564,0.3837635650642627,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Kansapal,397076,0.36584051444369625,0.1,0.5713047414434633,0.5378752947467564,0.385153398643326,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Kansara,397071,0.28301767126846117,0.3,0.5611228847889717,0.5378752947467564,0.40776108152713253,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Badadandua,397072,0.3448128694710634,0.1,0.5612537714859822,0.5378752947467564,0.37633236266216585,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Bala Bhadrapur,397068,0.300773461755399,0.0,0.560878951436174,0.5378752947467564,0.33802683533501443,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Guludia,397022,0.48796129538647615,0.1,0.5485767886306505,0.5378752947467564,0.4161076447229567,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Sana Rahama,396991,0.6483176440592895,0.3,0.5398054089367872,0.5378752947467564,0.5120217044013349,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Bahar Subala,397029,0.37402243679627334,0.3,0.5590103087305645,0.5378752947467564,0.43453436717087435,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Bhuinpada,397002,0.4619861248974313,0.0,0.5429892944701264,0.5378752947467564,0.3819182200361123,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Badapal,397020,0.3421383658815863,0.1,0.5559809833310272,0.5378752947467564,0.3742118145465839,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Sankachit,397003,0.4475990983652387,0.0,0.5409569321700968,0.5378752947467564,0.3770940215014471,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Tarapada,397070,0.3589699736128105,0.3,0.5557663237804782,0.5378752947467564,0.429207631978314,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Kandara Patia,396056,0.6824734114422712,0.1,0.5549510769293022,0.5378752947467564,0.47605485161435823,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Nalitapatia,395760,0.7081181525776821,0.1,0.590436866473867,0.6098682748579979,0.507018317363371,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Kantilo,397019,0.37517879920634145,0.1,0.5553218546566256,0.5378752947467564,0.38395916237541017,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Bada Baincha,397024,0.46628312422952095,0.1,0.5511149579876247,0.5378752947467564,0.4102387357151137,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Kholanai,397025,0.5284326282835705,0.3,0.5487463794404688,0.5378752947467564,0.4782914422945397,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Kiabaria,397111,0.1849501534893539,0.0,0.5828415764465413,0.5378752947467564,0.30877049910779275,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Gogua,396996,0.6512154552666347,0.3,0.5400916407800405,0.5378752947467564,0.5129626057243518,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Panikhia,397000,0.546906770334731,0.3,0.5401163640227575,0.5378752947467564,0.48167618105545995,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Bandha Para,396994,0.5684293367863432,0.3,0.5449830703738686,0.5378752947467564,0.48934962757872136,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Baligarh,397131,0.6855271107302487,0.0,0.5926563285166935,0.5378752947467564,0.46139727429759925,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Hariabanka,397129,0.5323572282642944,0.1,0.5930692335813045,0.5378752947467564,0.4405495358239657,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Suniti Bena Kandha,397017,0.5300460999770513,0.0,0.554461833468896,0.5378752947467564,0.4052043473096907,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Bana Pada,397016,0.6730912105724784,0.3,0.5435769364696866,0.5378752947467564,0.5203966562385165,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Khamarsahi,395761,0.6570766084700315,0.0,0.5884324999724913,0.6098682748579979,0.4662047625057318,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Gobardhanpur,396025,0.5333869591281688,0.1,0.5377499927600616,0.5378752947467564,0.42702864487781733,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
