village,vlcode,coastal_hazard_score,flood_hazard_score,cyclone_hazard_score,rainfall_hazard_score,multi_hazard_score,multi_hazard_category,hazards_available,hazard_contribution
Koilipur,396042,0.5527354859227351,0.1,0.5327452467724867,0.5378752947467564,0.4315820164192935,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Rata Panga,397014,0.5722552588884233,0.3,0.5349419777300659,0.5378752947467564,0.48798713104839475,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Bhatapara,395943,0.5707127851534823,0.3,0.5511303495155123,0.5378752947467564,0.491571481874274,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Maliabuda,395949,0.5791879917362535,0.8,0.5577689190716562,0.5378752947467564,0.6207736862381413,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Jayapur,396024,0.4392666953991498,0.8,0.5408039460289775,0.5378752947467564,0.5745560540763406,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Tarapada,395997,0.48664135648610374,0.3,0.5492035608313469,0.5378752947467564,0.46586835610301913,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Badkota,396005,0.6831188103981185,0.3,0.5386855682057112,0.5378752947467564,0.5221820941202147,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Taradeipur,396040,0.5410287729971991,0.0,0.5305790219886601,0.5378752947467564,0.4025284463456761,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Doligan,396998,0.6546302319618216,0.3,0.5378643099825084,0.5378752947467564,0.5134302060335248,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Isani Palla,396032,0.6554049374542881,0.0,0.5292853939218655,0.5378752947467564,0.4365178886661041,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Tetelenga,396027,0.6798158912474599,0.3,0.5346923286802355,0.5378752947467564,0.5201929084936481,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Balarampur,396009,0.42191185978304147,0.1,0.5477764658700635,0.5378752947467564,0.3960927333517795,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Praharajpur,396043,0.4649640654870667,0.3,0.5354799273681994,0.5378752947467564,0.45593426043752117,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Arakhadiha,396006,0.6081257659968045,0.3,0.5414247544128241,0.5378752947467564,0.5003689773515987,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Mangalpur,395909,0.7139232541145775,0.1,0.568291243573966,0.5378752947467564,0.488824846077216,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Garjang,397001,0.5502567731444818,0.3,0.5359131722460561,0.5378752947467564,0.4816303839542099,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Odiasala,397012,0.6951538615445372,0.0,0.5370221869573255,0.5378752947467564,0.45037676415204375,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Basantpur,396037,0.5853004288615542,0.1,0.5326381194959439,0.5378752947467564,0.44132471748180346,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Inkiria,396038,0.597786787019803,0.3,0.5308037977047785,0.5378752947467564,0.49461204448148677,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Gankalu Para,396030,0.6567608536773877,0.0,0.527276807157443,0.5378752947467564,0.43642251684192834,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Duttapur,396041,0.5298906531599431,0.1,0.5298306675484197,0.5378752947467564,0.4239999217844391,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Kani,395950,0.5394838091053161,1.0,0.5592371913051679,0.5378752947467564,0.6592294995072381,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Madhyapara,395939,0.6016790210547777,0.0,0.5483577085799224,0.5378752947467564,0.4251681924107652,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Bandhapara,395938,0.6971210063876105,0.1,0.5443572757950705,0.5378752947467564,0.4778006798144021,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Rajagarh,395948,0.6556919674866595,0.1,0.5620707539051915,0.5378752947467564,0.469800337671647,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Kusailo,395941,0.5240441705370178,0.8,0.5547353592734487,0.5378752947467564,0.6034721499288188,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Badolara,395942,0.5566654754176171,0.0,0.5575751677395682,0.5378752947467564,0.41396849350952847,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Nanjura,396999,0.608090777638716,0.3,0.5372572917365539,0.5378752947467564,0.4993166151751045,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Dhaneswarpur,396004,0.6346557241828561,0.0,0.5427444403791422,0.5378752947467564,0.4336578862989936,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Baragudidanda,395946,0.5830886276444965,0.8,0.5570957300413644,0.5378752947467564,0.6217755797530413,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Nurugan,395944,0.665011887718773,0.3,0.5464591304244477,0.5378752947467564,0.5186934078710951,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Barhapur,396039,0.6075544500948553,0.3,0.5285559695029737,0.5378752947467564,0.49698038635355124,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Sanora,395999,0.5916710410322841,0.0,0.5501125513549339,0.5378752947467564,0.4226045090977699,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Kanhua,395994,0.4369392384095008,0.3,0.5563966609479782,0.5378752947467564,0.4527559957091961,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Benudharpur,395951,0.5101621289479821,0.3,0.5611472637818118,0.5378752947467564,0.4759105135791989,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Kiajori,395945,0.5503624471485176,0.3,0.5536529215267125,0.5378752947467564,0.4860970234755847,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Bhopal,397005,0.4956283652520429,0.1,0.5339536148653132,0.5378752947467564,0.41475197224129245,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Mundatala Sahara Kani,397013,0.6381040703423138,0.3,0.5337932271026802,0.5378752947467564,0.5074545868277155,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Santhapada,395933,0.6861547090445892,0.1,0.5470187095169329,0.5378752947467564,0.47517614904196126,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Tangataila,395932,0.7020661085565305,0.3,0.5416062438901432,0.5378752947467564,0.5285964524888462,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Badpalli,396033,0.6996952661100844,0.8,0.5311524652594064,0.5378752947467564,0.6502717550972282,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Badmaricha Palli,396035,0.6100237611527184,0.8,0.5327296798550996,0.5378752947467564,0.6237646072589417,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Katakana,395931,0.693257371201071,0.0,0.5481451340852617,0.6098682748579979,0.46698714985323625,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Barunipalla,396036,0.6492867594805318,0.0,0.5294867054395309,0.5378752947467564,0.4347327631533936,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Sasana,397007,0.557139504876537,0.3,0.5300606668899676,0.5378752947467564,0.4822320771348042,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Tantiapal,396055,0.48406364815245817,0.3,0.5295560158400829,0.5378752947467564,0.4601831573551095,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Bilakalupara,396029,0.6977866136997048,0.3,0.5291849011045806,0.5378752947467564,0.5242072683354079,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Kankdia,396028,0.6219971778925768,0.0,0.5320071324483677,0.5378752947467564,0.42717599542921625,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Badpal,396034,0.682982550641912,0.8,0.5328541740625546,0.5378752947467564,0.6456833676575635,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Mangarajpur,396007,0.5297655762264752,1.0,0.5443547205898489,0.5378752947467564,0.6525934119647561,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Rajnagar,395998,0.5880306286846653,1.0,0.5481536981322868,0.5378752947467564,0.6710226720878225,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Chakibanka,395936,0.691878580672814,0.0,0.5348058894972878,0.5378752947467564,0.44884010552551745,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Guludia,395996,0.5767902806126795,0.1,0.5467838657149626,0.5378752947467564,0.4423081095618958,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Baghua,395993,0.38845118821846836,0.1,0.5520461606367786,0.5378752947467564,0.38712195557408646,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Garjanpur,396001,0.7012853312004346,0.1,0.5450929791567267,0.5378752947467564,0.4792339030986633,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Firikidandi,395937,0.7166043870547258,0.0,0.5417617949600604,0.5378752947467564,0.4579968238057841,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Sanabadagopalpur,396000,0.6504855509467702,0.0,0.5476574255879748,0.5378752947467564,0.43963508063037604,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Mahinsasur,395995,0.4618336843739814,0.1,0.5533120496861499,0.5378752947467564,0.4094531766830831,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Jharpada,395908,0.669926280531774,0.1,0.5692733468548089,0.5378752947467564,0.4758712798225857,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Khandeipara,395940,0.6177655333746814,0.0,0.5482881351712272,0.5378752947467564,0.4299767527545625,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Baghataila,395952,0.6354138969717333,0.3,0.5645099216182117,0.5378752947467564,0.5143267084454242,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Govindpur,395934,0.6439126542151308,0.1,0.5477409402322594,0.5378752947467564,0.46268409027195534,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Dhandia,395947,0.6181319164880819,0.0,0.5603050499343118,0.5378752947467564,0.43309089637935383,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Kshirkot,396026,0.615435249096135,0.1,0.5377184207017909,0.5378752947467564,0.45163523885363954,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Jagannathapur,396002,0.6911689178127147,0.1,0.5416289402322274,0.5378752947467564,0.4753329693512225,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Sukdevpur,396008,0.4695520776993848,0.8,0.547217229316611,0.5378752947467564,0.5852449895883194,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Tamulia,397008,0.5698578916139889,0.1,0.5310041602680243,0.5378752947467564,0.43628346650055405,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Tamulia,396003,0.6858316377029101,0.1,0.5419142518755495,0.5378752947467564,0.4738031132291117,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Dakhinadandi,395935,0.705236556854143,0.0,0.5422030649193064,0.5378752947467564,0.4546967922354208,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Singar Pur,397006,0.4989446624383101,0.1,0.5305751496343377,0.5378752947467564,0.41490224508942875,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Keradasahi,396031,0.6933345459807283,0.0,0.52759511289793,0.5378752947467564,0.44747420096805224,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Padini,395911,0.6731227835989235,0.0,0.5632119314761539,0.5378752947467564,0.4503148768980668,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Chandrasekhar,395964,0.4609315478373664,0.0,0.5665474866391026,0.5378752947467564,0.3874913949603368,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Junapangara,395970,0.5308381904264867,0.0,0.5647681449173538,0.5378752947467564,0.40801855230663575,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Bindhanaukana,396044,0.5192308691187295,0.3,0.5387882776728989,0.5378752947467564,0.4730413891031948,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Gopalpur,395885,0.612514122013558,0.3,0.5719441346961018,0.5378752947467564,0.5093153292274442,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Baro,397010,0.6860312569152565,0.3,0.5318908422951255,0.5378752947467564,0.5213571465977096,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Khandiora,395981,0.6888786941624672,0.1,0.5611573230526752,0.5378752947467564,0.4795279979612602,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Junapanga,396019,0.7012186856122145,0.0,0.5461472737461213,0.5378752947467564,0.45447748306954594,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Chakradharpur,396010,0.45058256524569384,1.0,0.5493921541655682,0.5378752947467564,0.6300978670644514,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Nathapur,395961,0.40799160187625155,1.0,0.5634586218137567,0.5378752947467564,0.6208371949656659,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Nodhabasanta,395962,0.45593336565341525,0.0,0.5633209487391575,0.5378752947467564,0.3851853058301652,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Badanaukana,396023,0.49539094533441735,0.8,0.5417781802506426,0.5378752947467564,0.5916368876123371,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Manapara,395956,0.47956320703365546,0.0,0.5618979046136044,0.5378752947467564,0.391918497212849,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Bandhapur,396051,0.6344344612704165,0.3,0.5421542698918949,0.5378752947467564,0.5084439648034499,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Endulapur,395986,0.6174805066940674,0.1,0.5531103506345183,0.5378752947467564,0.4560967986162011,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Sendhakani,395968,0.5060495249227616,0.0,0.5695213346758985,0.5378752947467564,0.4017702500951543,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Hatiagadi,395954,0.5667471104606767,0.0,0.5679917024626584,0.5378752947467564,0.41959711770321884,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Kanafulia,395977,0.6771283094374321,0.0,0.5672272768189857,0.5378752947467564,0.45252037098532727,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Jhinkiria,395958,0.4342150565265946,0.8,0.5656609583651111,0.5378752947467564,0.5792548154986075,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Badhi,395972,0.5821671754619479,1.0,0.5655694832048999,0.5378752947467564,0.6736175823891606,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Prasanpur,396013,0.6487254678186929,0.0,0.5481008148285027,0.5378752947467564,0.43921790300208485,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Brahmansahi,396022,0.5487310420970853,1.0,0.5447508755013502,0.5378752947467564,0.6583820904538144,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Kandhamara,396012,0.5753405226954473,0.0,0.5506701675870718,0.5378752947467564,0.4178447576547534,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Penth,396021,0.62216941201259,0.0,0.5461130837340206,0.5378752947467564,0.4307541534866334,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Gokhani,395971,0.6029548516602397,0.8,0.5608236777179441,0.5378752947467564,0.6286674338769092,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Chinchiri,395982,0.6834974089441266,0.8,0.560596828301232,0.5378752947467564,0.6527734887078972,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Paripangara,395963,0.529859791588374,0.3,0.5610401899647695,0.5378752947467564,0.4817930439170559,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Narangarh,395884,0.654674733756778,0.0,0.5694479962669878,0.5378752947467564,0.4463394781431316,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Kanakapur,395978,0.694867717981082,0.0,0.5671932993735535,0.5378752947467564,0.4578336991870643,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Bahargarh,395898,0.4603756285356402,0.3,0.5728502599735442,0.5378752947467564,0.46390031250342934,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Velsari,396047,0.6045589923570227,0.3,0.5397427313609554,0.5378752947467564,0.49887843949669697,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Joginatha,396074,0.6029280863350348,0.1,0.5324433951367327,0.5378752947467564,0.4465643336340449,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Badkuji,395985,0.6264530608679284,0.8,0.5540389725145274,0.5378752947467564,0.6340207203383617,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Gahmasikhar,395983,0.6712393884502685,0.8,0.559779363616955,0.5378752947467564,0.6488917163886706,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Pokharia,395957,0.4414867999417239,1.0,0.5628125650190899,0.5378752947467564,0.6307242401866409,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Mahulia,395953,0.5727023227246217,0.0,0.5649913853790144,0.5378752947467564,0.42063360211149137,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Guhalkani,395959,0.4743765216752997,0.3,0.5690619760118394,0.5378752947467564,0.4671535094549011,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Sundripal,396073,0.5863916959033635,0.3,0.5349831027964876,0.5378752947467564,0.49223834341948225,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Kathapangara,395973,0.5957474697484387,0.8,0.565691704284758,0.5378752947467564,0.6277222259450724,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Krishnapriyapur,395882,0.693957063891316,0.3,0.5705455868499785,0.5378752947467564,0.5333985748292407,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Lunia,396011,0.5527596307715985,0.0,0.548856062354911,0.5378752947467564,0.4106169637695586,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Tiara,395992,0.3944489166293714,0.3,0.5550943783758435,0.5378752947467564,0.43968332853212355,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Dhagua,395991,0.40834402168730144,0.3,0.5569052576982294,0.5378752947467564,0.4443045798800991,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Bhadia,395901,0.5398892201518635,0.3,0.5705121739712264,0.5378752947467564,0.48716986848771693,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Khamarsahi,395955,0.5002764476647571,0.0,0.5662505287434697,0.5378752947467564,0.39922062543464587,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Kathuaganda,395979,0.6771482138322118,0.8,0.5645143421421638,0.5378752947467564,0.6518481086345558,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Hatina,395988,0.526817848178238,1.0,0.5551575888264971,0.5378752947467564,0.6544098106094469,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Kaitha,395984,0.6757066347704535,0.0,0.5552342322704229,0.5378752947467564,0.44909560744809307,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Dera,395987,0.5662202210867693,1.0,0.5581662483679772,0.5378752947467564,0.6669826873673763,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Mugakani,395989,0.46195149625794424,1.0,0.5603209139886682,0.5378752947467564,0.6362407363239017,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Pachimaveda,395960,0.40592570396945327,0.0,0.5693827400556666,0.5378752947467564,0.37169845515410393,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Kurunti,395990,0.43980494132170456,1.0,0.5556962726474626,0.5378752947467564,0.6284406095077283,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Chardia,395902,0.6088230135614089,0.1,0.5710826247712958,0.5378752947467564,0.45799261921059786,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Nuagan,395980,0.6669435048330101,0.0,0.563196680559982,0.5378752947467564,0.4484572805392498,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Maliparida,395965,0.41873326363299623,0.0,0.5701242196571437,0.5378752947467564,0.3757260929535361,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Dhobeigarh,395974,0.5766460902167316,0.8,0.569903024117069,0.5378752947467564,0.623044642043638,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Nachhipara,395976,0.6359650842445366,0.8,0.5676272281602925,0.5378752947467564,0.6402713912627854,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Gadadharpur,395890,0.5726238667045798,0.0,0.5729482897646903,0.5378752947467564,0.4225992914018978,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Laxminarayanpur,395897,0.3822772046079728,1.0,0.5735899101028448,0.5378752947467564,0.6156556978574543,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Paunsiapal,397011,0.7023809952219076,0.0,0.5344342940238482,0.5378752947467564,0.4518979310218856,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Ambaora,395891,0.4897710528065373,1.0,0.5738129370537128,0.5378752947467564,0.6479596090547407,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Kanhupur,396050,0.6888646585157145,0.3,0.5356980396909148,0.5378752947467564,0.5231589664267944,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Nuapokhari,395969,0.5561690386343511,0.3,0.5655947533825556,0.5378752947467564,0.49082445888529547,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Chittakolha,396014,0.6728659372419075,0.8,0.5498250947157662,0.5378752947467564,0.6468911138008651,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Sankuji,396015,0.6814493472138823,0.8,0.5504708408668133,0.5378752947467564,0.6496275733302193,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Bhatasahi,395967,0.49543881064684725,0.0,0.5682550534553534,0.5378752947467564,0.39827046550724376,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Ogalasendha,395966,0.44238884095101005,0.0,0.5717340748124605,0.5378752947467564,0.3832252299377694,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Chakulidiha,397009,0.6308752467275707,0.3,0.5296614613941779,0.5378752947467564,0.504252998316167,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Kadalichua,396046,0.5496790734900195,0.1,0.5326901706599606,0.5378752947467564,0.4306513236613473,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Akarapara,396045,0.5319513938580477,0.3,0.5364003902870056,0.5378752947467564,0.476260574678517,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Charapada,395648,0.6902090021450782,0.3,0.5685137630386305,0.6415983790260553,0.5525108172083921,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Kharakhara,396105,0.7065961592133652,0.3,0.5537012073680447,0.6415983790260553,0.5537238254112318,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Ujanga,395652,0.6359706883783618,0.8,0.5585079763465259,0.6415983790260553,0.6587378764053511,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Mirzapur,395709,0.6809917970410708,0.8,0.5526733025971761,0.6098682748579979,0.6644395197332149,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Namatara,395649,0.6480375853850873,1.0,0.5662238379037189,0.6415983790260553,0.714286910896667,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Deulatara,395650,0.6182670333438887,0.8,0.5658820269005145,0.6415983790260553,0.6552702925335063,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Muradpur,395651,0.6304458792592609,1.0,0.5645191042603309,0.6415983790260553,0.708583215648072,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Habalaganda,395711,0.7007112544054319,0.0,0.551020980593849,0.6415983790260553,0.47628829727530286,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Gopinathapur,395643,0.5635163637457599,0.3,0.581074962733645,0.6415983790260553,0.5176433256123503,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Parinuapada,395712,0.6597226581850366,0.8,0.5485480849242818,0.6098682748579979,0.657027473658181,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Bharigada,395705,0.6689154745780874,1.0,0.5650540538591672,0.6098682748579979,0.7139118108098177,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Dakhinaveda,395907,0.6801249326478782,0.1,0.5728227981876217,0.5378752947467564,0.4798182382906202,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Abdulpur,395647,0.6740827207611679,0.3,0.5730776343232143,0.6415983790260553,0.5488139006143651,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Mahamadpur,395592,0.6798077359134598,1.0,0.5822404318814678,0.6415983790260553,0.7278221045496159,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Hatasahi,395642,0.4999933381480604,0.8,0.5779142247839165,0.6415983790260553,0.6227962334456083,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Sihopada,395641,0.4959717837483664,0.8,0.5662261678103192,0.6098682748579979,0.6123217320486893,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Kanapur Kaema,395603,0.6960740807199939,0.0,0.5897197611082792,0.6098682748579979,0.4782258194646675,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Padhanpada,395594,0.6573455504275307,1.0,0.583032230191605,0.6415983790260553,0.7212813984813715,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Batarapada,395598,0.6697043500679116,0.8,0.5855736231784688,0.6415983790260553,0.6756243866202019,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Bhamanda,395600,0.5926893306532942,0.8,0.5785546993356063,0.6415983790260553,0.6507651498351009,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Kanapur Barha,395602,0.6718434584169157,0.0,0.5861075751145279,0.6098682748579979,0.4700535862753063,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Ahamadpur,395646,0.6820092315510853,0.3,0.5759998156692494,0.6415983790260553,0.551922399187849,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Fazilpur,395593,0.6975486782747904,1.0,0.5849502358425435,0.6415983790260553,0.7338218382482841,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Sanahalapada,395596,0.690697024484628,1.0,0.5926560820894189,0.6415983790260553,0.7336928036729542,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Agapada,395640,0.46848324378076817,0.8,0.5706756809494983,0.6098682748579979,0.6051875483432047,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Gahamapal,395599,0.7064188593295964,1.0,0.5861441911706279,0.6415983790260553,0.736781381396747,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
