cyclone_event_id,year,system_number,cyclone_name,date,time,latitude,longitude,max_wind_kt,pressure_hpa,grade,basin
2018_12,2018,12.0,TITLI,2018-10-11,1800,20.3,84.3,30.0,999.0,DD,BOB
2018_12,2018,12.0,TITLI,2018-10-12,0000,20.5,84.7,30.0,1000.0,DD,BOB
2018_12,2018,12.0,TITLI,2018-10-12,0300,20.6,84.9,30.0,1001.0,DD,BOB
2018_12,2018,12.0,TITLI,2018-10-12,0600,20.8,85.2,30.0,1001.0,DD,BOB
2018_12,2018,12.0,TITLI,2018-10-12,0900,20.9,85.5,25.0,1002.0,D,BOB
2018_12,2018,12.0,TITLI,2018-10-12,1200,21.2,86.1,25.0,1002.0,D,BOB
2018_6,2018,6.0,MEKUNU,2018-07-21,0300,21.0,88.0,25.0,989.0,D,BOB
2018_6,2018,6.0,MEKUNU,2018-07-21,0600,21.4,87.7,25.0,989.0,D,BOB
2018_6,2018,6.0,MEKUNU,2018-07-21,0900,21.5,87.6,30.0,988.0,DD,BOB
2018_7,2018,7.0,MEKUNU,2018-08-07,1200,21.5,87.0,25.0,994.0,D,BOB
2018_7,2018,7.0,MEKUNU,2018-08-07,0900,21.5,87.5,25.0,992.0,D,BOB
2019_2,2019,2.0,Fani,2019-05-03,0000,19.1,85.5,105.0,945.0,ESCS,BOB
2019_2,2019,2.0,Fani,2019-05-03,0300,19.6,85.7,100.0,952.0,ESCS,BOB
2019_2,2019,2.0,Fani,2019-05-03,0600,20.2,85.9,85.0,966.0,VSCS,BOB
2019_2,2019,2.0,Fani,2019-05-03,0900,20.6,86.0,75.0,970.0,VSCS,BOB
2019_2,2019,2.0,Fani,2019-05-03,1200,21.1,86.5,70.0,976.0,VSCS,BOB
2019_2,2019,2.0,Fani,2019-05-03,1500,21.5,86.7,60.0,980.0,SCS,BOB
2019_4,2019,4.0,Vayu,2019-08-06,0300,20.5,88.0,25.0,990.0,D,BOB
2019_4,2019,4.0,Vayu,2019-08-06,1200,20.7,87.8,25.0,990.0,D,BOB
2019_4,2019,4.0,Vayu,2019-08-06,1800,20.8,87.6,25.0,990.0,D,BOB
2019_4,2019,4.0,Vayu,2019-08-07,0000,21.0,87.4,30.0,988.0,DD,BOB
2019_4,2019,4.0,Vayu,2019-08-07,0300,21.1,87.4,30.0,988.0,DD,BOB
2019_4,2019,4.0,Vayu,2019-08-07,0600,21.2,87.2,30.0,988.0,DD,BOB
2019_9,2019,9.0,BULBUL,2019-11-08,1500,19.2,87.7,75.0,976.0,VSCS,BOB
2019_9,2019,9.0,BULBUL,2019-11-08,1800,19.3,87.6,75.0,976.0,VSCS,BOB
2019_9,2019,9.0,BULBUL,2019-11-08,2100,19.6,87.7,75.0,976.0,VSCS,BOB
2019_9,2019,9.0,BULBUL,2019-11-09,0000,20.0,87.6,75.0,976.0,VSCS,BOB
2019_9,2019,9.0,BULBUL,2019-11-09,0300,20.4,87.6,70.0,980.0,VSCS,BOB
2019_9,2019,9.0,BULBUL,2019-11-09,0600,20.6,87.8,70.0,982.0,VSCS,BOB
2019_9,2019,9.0,BULBUL,2019-11-09,0900,20.9,87.9,70.0,982.0,VSCS,BOB
2020_1,2020,1.0,AMPHAN,2020-05-20,0000,19.1,87.5,95.0,952.0,ESCS,BOB
2020_1,2020,1.0,AMPHAN,2020-05-20,0300,19.8,87.7,95.0,954.0,ESCS,BOB
2020_1,2020,1.0,AMPHAN,2020-05-20,0600,20.6,88.0,90.0,956.0,ESCS,BOB
2020_6,2020,6.0,NISARGA,2020-10-22,0600,19.0,87.0,25.0,998.0,D,BOB
2020_6,2020,6.0,NISARGA,2020-10-22,1200,19.7,87.3,25.0,998.0,D,BOB
2020_6,2020,6.0,NISARGA,2020-10-22,1800,20.2,87.6,25.0,998.0,D,BOB
2021_10,2021,10.0,JAWAD,,0600,19.1,85.9,30.0,1003.0,DD,BOB
2021_10,2021,10.0,JAWAD,,0900,19.5,86.2,25.0,1004.0,D,BOB
2021_10,2021,10.0,JAWAD,,1200,20.1,86.9,25.0,1004.0,D,BOB
2021_10,2021,10.0,JAWAD,,1800,20.6,87.3,25.0,1004.0,D,BOB
2021_3,2021,3.0,YAAS,2021-05-26,0000,20.8,87.3,75.0,970.0,VSCS,BOB
2021_3,2021,3.0,YAAS,,1200,19.5,88.0,65.0,976.0,VSCS,BOB
2021_3,2021,3.0,YAAS,,1500,19.8,87.9,65.0,976.0,VSCS,BOB
2021_3,2021,3.0,YAAS,,1800,20.1,87.8,70.0,974.0,VSCS,BOB
2021_3,2021,3.0,YAAS,,2100,20.4,87.6,75.0,970.0,VSCS,BOB
2021_3,2021,3.0,YAAS,,0300,21.2,87.1,75.0,970.0,VSCS,BOB
2021_3,2021,3.0,YAAS,,0600,21.4,86.9,75.0,970.0,VSCS,BOB
2021_4,2021,4.0,YAAS,2021-09-12,1200,20.3,87.4,25.0,992.0,D,BOB
2021_4,2021,4.0,YAAS,2021-09-13,0,20.6,87.0,30.0,990.0,DD,BOB
2021_4,2021,4.0,YAAS,,1800,20.4,87.1,25.0,992.0,D,BOB
2021_4,2021,4.0,YAAS,,300,20.9,86.5,30.0,990.0,DD,BOB
2021_4,2021,4.0,YAAS,,600,21.1,86.2,30.0,990.0,DD,BOB
2021_4,2021,4.0,YAAS,,1200,21.4,85.5,30.0,990.0,DD,BOB
2023_7,2023,7.0,HAMOON,2023-10-23,1800,19.1,88.0,40.0,998.0,CS,BOB
2023_8,2023,8.0,MIDHILI,2023-11-16,1800,19.1,88.0,30.0,1002.0,DD,BOB
2024_11,2024,11.0,DANA,2024-10-25,0000,21.0,86.8,50.0,990.0,SCS,BOB
2024_11,2024,11.0,DANA,,0600,19.2,87.8,55.0,988.0,SCS,BOB
2024_11,2024,11.0,DANA,,0900,19.4,87.6,60.0,986.0,SCS,BOB
2024_11,2024,11.0,DANA,,1200,19.8,87.5,60.0,986.0,SCS,BOB
2024_11,2024,11.0,DANA,,1500,20.1,87.3,60.0,986.0,SCS,BOB
2024_11,2024,11.0,DANA,,1800,20.5,87.1,55.0,988.0,SCS,BOB
2024_11,2024,11.0,DANA,,2100,20.7,87.0,55.0,988.0,SCS,BOB
2024_11,2024,11.0,DANA,,0300,21.2,86.7,45.0,994.0,CS,BOB
2024_11,2024,11.0,DANA,,0600,21.3,86.6,35.0,997.0,CS,BOB
2024_11,2024,11.0,DANA,,1800,21.4,86.2,25.0,1000.0,D,BOB
2024_11,2024,11.0,DANA,,1200,21.4,86.3,30.0,999.0,DD,BOB
2024_11,2024,11.0,DANA,,0900,21.4,86.4,30.0,998.0,DD,BOB
2024_2,2024,2.0,REMAL,2024-07-19,0300,19.1,86.2,25.0,992.0,D,BOB
2024_2,2024,2.0,REMAL,2024-07-20,0000,19.6,85.5,25.0,991.0,D,BOB
2024_2,2024,2.0,REMAL,,0600,19.2,86.0,25.0,992.0,D,BOB
2024_2,2024,2.0,REMAL,,1200,19.4,85.7,25.0,990.0,D,BOB
2024_2,2024,2.0,REMAL,,1800,19.5,85.6,25.0,990.0,D,BOB
2024_2,2024,2.0,REMAL,,0300,19.6,85.5,25.0,992.0,D,BOB
2024_2,2024,2.0,REMAL,,0600,19.7,85.4,25.0,992.0,D,BOB
2024_6,2024,6.0,ASNA,2024-09-09,0000,19.3,86.2,30.0,991.0,DD,BOB
2024_6,2024,6.0,ASNA,,0300,19.6,86.2,30.0,991.0,DD,BOB
2024_6,2024,6.0,ASNA,,0600,20.0,86.0,30.0,992.0,DD,BOB
2024_6,2024,6.0,ASNA,,1200,20.8,85.1,30.0,994.0,DD,BOB
2024_6,2024,6.0,ASNA,,1800,21.3,84.4,25.0,995.0,D,BOB
2025_10,2025,10.0,,2025-10-02,1200,19.4,84.9,30.0,996.0,DD,BOB
2025_10,2025,10.0,,2025-10-02,1800,19.8,84.4,30.0,997.0,DD,BOB
2025_10,2025,10.0,,2025-10-03,0000,20.2,84.1,25.0,999.0,D,BOB
2025_7,2025,7.0,,2025-08-18,1800,19.0,84.9,20.0,996.0,D,BOB
2025_7,2025,7.0,,2025-08-19,0000,19.3,84.8,20.0,996.0,D,BOB
2025_7,2025,7.0,,2025-08-19,0300,19.8,84.0,20.0,996.0,D,BOB
2025_9,2025,9.0,,2025-09-26,1800,19.3,85.5,25.0,998.0,D,BOB
2025_9,2025,9.0,,2025-09-26,1200,19.3,86.1,25.0,998.0,D,BOB
2025_9,2025,9.0,,2025-09-27,0300,19.3,84.2,25.0,998.0,D,BOB
2025_9,2025,9.0,,2025-09-27,0000,19.3,84.8,25.0,998.0,D,BOB
