slide_no,district,latitude,longitude,location,movement_type,history,source_page,source_text
KRL/PKD/58A12/2018/197,Wayanad,11.041933,76.534018,,debris slide,16/8/2018,331,"KRL/PKD/58A12/2018/197 Kerala Palakkad Mannarkkad, Silent valley road 11.041933 76.534018 Debris slide Initiated on 16/8/2018 14036"
KRL/PKD/58A12/2018/198,Wayanad,11.04543,76.539902,,debris slide,16/8/2018,331,"KRL/PKD/58A12/2018/198 Kerala Palakkad Mannarkkad, Silent valley road 11.04543 76.539902 Debris slide Initiated on 16/8/2018 14037"
KRL/PKD/58A12/2018/199,Wayanad,11.046358,76.540755,,debris slide,16/8/2018,331,"KRL/PKD/58A12/2018/199 Kerala Palakkad Mannarkkad, Silent valley road 11.046358 76.540755 Debris slide Initiated on 16/8/2018"
KER/WYD/58A2/2018/23,Wayanad,11.55277778,76.03888889,,debris slide,09 August 2018,374,KER/WYD/58A2/2018/23 Kerala Wayanad Vythiri busstand NH-212 11.55277778 76.03888889 Debris Slide 09 August 2018 15482
KER/WYD/58A2/2018/24,Wayanad,11.58477778,76.03427778,,debris slide,09 August 2018,374,KER/WYD/58A2/2018/24 Kerala Wayanad Ammara anganvadi Chundale-Anoth Road 11.58477778 76.03427778 Debris Slide 09 August 2018 15483
KER/WYD/58A2/2018/25,Wayanad,11.58519444,76.039,,debris slide,09 August 2018,374,KER/WYD/58A2/2018/25 Kerala Wayanad Chundel estate 2 Chundale-Anoth Road 11.58519444 76.039 Debris Slide 09 August 2018 15484
KER/WYD/58A2/2018/26,Wayanad,11.58455556,76.03836111,,debris slide,09 August 2018,374,KER/WYD/58A2/2018/26 Kerala Wayanad Chundel estate 3 Chundale-Anoth Road 11.58455556 76.03836111 Debris Slide 09 August 2018
KL/TSR/58B/02/2019/70,Wayanad,10.62977778,76.23077778,,debris slide,,374,KL/TSR/58B/02/2019/70 Kerala Thrissur Kuranchery slide Kuranchery-Nayarangadi road near Shornur-Kodungallur SH. 10.62977778 76.23077778 Debris Slide 15th August 2018 15471
KL/TSR/58B/02/2019/72,Wayanad,10.74073056,76.23487778,,debris slide,,374,KL/TSR/58B/02/2019/72 Kerala Thrissur Pallam slide 2 Pallam 10.74073056 76.23487778 Debris Slide 15th August 2018 15473
KL/TSR/58B/06/2019/45,Wayanad,10.50057778,76.28667222,,debris slide,,374,KL/TSR/58B/06/2019/45 Kerala Thrissur Kainur Slide Kainur village 10.50057778 76.28667222 Debris Slide 15th August 2018 15449
KL/TSR/58B/06/2019/46,Wayanad,10.51589722,76.30816944,,debris slide,,374,KL/TSR/58B/06/2019/46 Kerala Thrissur Vattappara Slide1 Vattappara village 10.51589722 76.30816944 Debris Slide 15th August 2018 15450
KL/TSR/58B/06/2019/47,Wayanad,10.51630833,76.31001944,,debris slide,,374,KL/TSR/58B/06/2019/47 Kerala Thrissur Vattappara Slide2 Vattappara village 10.51630833 76.31001944 Debris Slide 15th August 2018 15451
KL/TSR/58B/06/2019/48,Wayanad,10.53402778,76.36093611,,subsidence,,374,KL/TSR/58B/06/2019/48 Kerala Thrissur Peechi slide Peechi 10.53402778 76.36093611 Soil Subsidence 15th August 2018 15452
KL/TSR/58B/06/2019/49,Wayanad,10.59210833,76.30595556,,"rock cum debris flow, debris flow",,374,KL/TSR/58B/06/2019/49 Kerala Thrissur Pullankandu slide Madakkathara village 10.59210833 76.30595556 Rock cum debris Flow 15th August 2018 15453
KL/TSR/58B/06/2019/50,Wayanad,10.61500833,76.2926,,debris slide,,374,KL/TSR/58B/06/2019/50 Kerala Thrissur Pazhayanoopadam slide Manalithara village 10.61500833 76.2926 Debris Slide 15th August 2018 15454
KL/TSR/58B/06/2019/51,Wayanad,10.55973611,76.34181389,,debris slide,,374,KL/TSR/58B/06/2019/51 Kerala Thrissur Kallidukk slide Thanipadam village 10.55973611 76.34181389 Debris Slide 15th August 2018 15455
KL/TSR/58B/06/2019/52,Wayanad,10.56352778,76.34280556,,"debris flow, debris flows, debris slide",,374,"KL/TSR/58B/06/2019/52(1) Kerala Thrissur Aayod debris flows Aayod, Poonchira village. 10.56352778 76.34280556 Debris Slide 15th August 2018 15456"
KL/TSR/58B/06/2019/52,Wayanad,10.56356111,76.34336389,,"debris flow, debris flows, debris slide",,374,"KL/TSR/58B/06/2019/52(2) Kerala Thrissur Aayod debris flows Aayod, Poonchira village. 10.56356111 76.34336389 Debris Slide 15th August 2018 15457"
KL/TSR/58B/06/2019/53,Wayanad,10.57234444,76.35405,,soil slide,,374,KL/TSR/58B/06/2019/53 Kerala Thrissur Poovanchira slide Poovanchira village 10.57234444 76.35405 soil slide 15th August 2018 15458
KL/TSR/58B/06/2019/54,Wayanad,10.58056389,76.352325,,"rock cum debris flow, debris flow",,374,KL/TSR/58B/06/2019/54 Kerala Thrissur Poovanchira slide 2 Poovanchira village 10.58056389 76.352325 Rock cum debris Flow 15th August 2018 15459
KL/TSR/58B/06/2019/55,Wayanad,10.57592778,76.37895556,,soil slide,,374,KL/TSR/58B/06/2019/55 Kerala Thrissur Vazhukkupara slide Vazhukkupara village 10.57592778 76.37895556 Soil Slide 15th August 2018 15460
KL/TSR/58B/06/2019/56,Wayanad,10.57672222,76.38002222,,debris slide,,374,KL/TSR/58B/06/2019/56 Kerala Thrissur Kuthiranmala temple slide Kuthiran village 10.57672222 76.38002222 Debris slide 15th August 2018 15461
KL/TSR/58B/06/2019/57,Wayanad,10.57328611,76.38566389,,debris slide,,374,KL/TSR/58B/06/2019/57 Kerala Thrissur Kuthiran slide Kuthiran village 10.57328611 76.38566389 Debris slide 15th August 2018 15462
KL/TSR/58B/06/2019/58,Wayanad,10.57715833,76.40607222,,debris slide,,374,KL/TSR/58B/06/2019/58 Kerala Thrissur Kuthiran slide 2 Kuthiran village 10.57715833 76.40607222 Debris Slide 15th August 2018 15463
KL/TSR/58B/06/2019/59,Wayanad,10.57211111,76.40366667,,debris slide,,374,KL/TSR/58B/06/2019/59(1) Kerala Thrissur Kuthiran tunnel slides Kuthiran village 10.57211111 76.40366667 Debris Slide 15th August 2018 15464
KL/TSR/58B/06/2019/60,Wayanad,10.57055556,76.37544444,,debris slide,,374,KL/TSR/58B/06/2019/60 Kerala Thrissur Kuthiran slide 3 Kuthiran village 10.57055556 76.37544444 Debris Slide 15th August 2018 15466
KL/TSR/58B/06/2019/61,Wayanad,10.57009722,76.37508889,,debris slide,,374,KL/TSR/58B/06/2019/61 Kerala Thrissur Kuthiran slide 4 Kuthiran village 10.57009722 76.37508889 Debris Slide 15th August 2018 15467
KL/TSR/58B/06/2019/62,Wayanad,10.55409722,76.37019167,,debris flow,,374,KL/TSR/58B/06/2019/62 Kerala Thrissur Uravanpadam slide Kuthiran village 10.55409722 76.37019167 Debris flow 15th August 2018 15468
KL/TSR/58B/06/2019/69,Wayanad,10.439975,76.43793889,,debris flow,,374,"KL/TSR/58B/06/2019/69 Kerala Thrissur Chimmini slide West of Chimmini reservoir, Mukundapuram 10.439975 76.43793889 Debris flow 15th August 2018 15470"
KL/TSR/58B/06/2019/71,Wayanad,10.74039722,76.23532778,,debris slide,,374,KL/TSR/58B/06/2019/71 Kerala Thrissur Pallam slide 1 Pallam 10.74039722 76.23532778 Debris Slide 15th August 2018 15472
KL/TSR/58B/06/2019/73,Wayanad,10.74073056,76.23487778,,debris slide,,374,KL/TSR/58B/06/2019/73 Kerala Thrissur Pallam slide 2 Pallam 10.74073056 76.23487778 Debris Slide 15th August 2018 15474
KL/TSR/58B/06/2019/74,Wayanad,10.59479444,76.24233333,,debris slide,,374,KL/TSR/58B/06/2019/74 Kerala Thrissur Chottupara slide Konchery-Chottupara road 10.59479444 76.24233333 Debris Slide 15th August 2018 15475
KL/TSR/58B/06/2019/75,Wayanad,10.5643,76.30727222,,"rock cum debris slide, debris slide",,374,"KL/TSR/58B/06/2019/75 Kerala Thrissur Thaalikode slide Thalikode, Pattikadu 10.5643 76.30727222 Rock cum debris Slide 16th August 2018 15476"
KL/TSR/58B/06/2019/76,Wayanad,10.56536667,76.30219722,,debris slide,,374,"KL/TSR/58B/06/2019/76 Kerala Thrissur Thaalikode slide 2 Mudikode-Thalikode road, TEAMS global village academy 10.56536667 76.30219722 Debris Slide 16th August 2018 15477"
KL/TSR/58B/06/2019/77,Wayanad,10.57015556,76.29810556,,debris flow,,374,"KL/TSR/58B/06/2019/77 Kerala Thrissur Anand Nagar slide Anand Nagar, Madakkathara. 10.57015556 76.29810556 Debris Flow 16th August 2018 15478"
KL/TSR/58B/06/2019/78,Wayanad,10.672875,76.33805556,,debris flow,,374,KL/TSR/58B/06/2019/78 Kerala Thrissur Kurumala debris flow Kurumala 10.672875 76.33805556 Debris Flow 16th August 2018 15479
KL/TSR/58B/07/2019/39,Wayanad,10.48781389,76.32260278,,debris slide,15 August 2018,374,KL/TSR/58B/07/2019/39 Kerala Thrissur Puttankadu slide2 Puttankadu village 10.48781389 76.32260278 Debris Slide 15 August 2018 15443
KL/TSR/58B/07/2019/40,Wayanad,10.48766111,76.32200556,,debris slide,,374,KL/TSR/58B/07/2019/40 Kerala Thrissur Puttankadu slide3 Puttankadu village 10.48766111 76.32200556 Debris Slide NA 15444
KL/TSR/58B/07/2019/41,Wayanad,10.48451389,76.32183333,,subsidence,,374,KL/TSR/58B/07/2019/41 Kerala Thrissur Puttankadu subsidence Puttankadu village 10.48451389 76.32183333 Soil Subsidence 15th August 2018 15445
KL/TSR/58B/07/2019/42,Wayanad,10.48055833,76.32093056,,debris slide,,374,KL/TSR/58B/07/2019/42 Kerala Thrissur Puttankadu slide4 Puttankadu village 10.48055833 76.32093056 Debris Slide 15th August 2018 15446
KL/TSR/58B/07/2019/43,Wayanad,10.47969444,76.32331667,,debris flow,,374,KL/TSR/58B/07/2019/43 Kerala Thrissur Puttankadu debris flow1 Puttankadu village 10.47969444 76.32331667 Debris Flow 15th August 2018 15447
KL/TSR/58B/07/2019/44,Wayanad,10.47921667,76.32351667,,debris flow,,374,KL/TSR/58B/07/2019/44 Kerala Thrissur Puttankadu debris flow2 Puttankadu village 10.47921667 76.32351667 Debris Flow 15th August 2018 15448
KL/TSR/58B/07/2019/63,Wayanad,10.43885833,76.36256667,,subsidence,,374,"KL/TSR/58B/07/2019/63, 64, 65, 66, 67, 68 Kerala Thrissur Pulikanni subsidence Pulikanni 10.43885833 76.36256667 Soil Subsidence 15th August 2018 15469"
KL/TSR/58B/07/2019/79,Wayanad,10.47962778,76.32351944,,debris flow,,374,"KL/TSR/58B/07/2019/79 Kerala Thrissur Chittaakkunnu Chittaakkunnu, Mannamangalam 10.47962778 76.32351944 Debris Flow 16th August 2018 15480"
KL/TSR/58B/07/2019/80,Wayanad,10.48003333,76.32395278,,debris flow,,374,"KL/TSR/58B/07/2019/80 Kerala Thrissur Chittaakkunnu slide 2 Chittaakkunnu, Mannamangalam 10.48003333 76.32395278 Debris flow 16th August 2018 15481"
KER/WYD/49M14/2018/38,Wayanad,11.55283333,75.99897222,Sugandhagiri,"debris flow, debris flows",08 August 2018,375,KER/WYD/49M14/2018/38 Kerala Wayanad Sugandhagiri 4th unit 1 Sugandhagiri forest Rd 11.55283333 75.99897222 Debris Flows 08 August 2018 15497
KER/WYD/49M14/2018/39,Wayanad,11.55358333,75.99602778,Sugandhagiri,debris slide,,375,KER/WYD/49M14/2018/39 Kerala Wayanad Sugandhagiri 4th unit 2 Sugandhagiri forest Rd 11.55358333 75.99602778 rock-cum-debris Slide 15th August 2018 15498
KER/WYD/49M14/2018/40,Wayanad,11.55738889,75.99847222,Sugandhagiri,debris slide,,375,KER/WYD/49M14/2018/40 Kerala Wayanad Chennayakavala 1 Sugandhagiri forest 11.55738889 75.99847222 Debris Slide 15th August 2018 15499
KER/WYD/49M14/2018/45,Wayanad,11.69177778,75.94311111,,"debris flow, debris flows",08 August 2018,375,KER/WYD/49M14/2018/45 Kerala Wayanad Chiriyanaripara Padinjarathara-Pulinjal Forest Rd 11.69177778 75.94311111 Debris Flows 08 August 2018 15504
KER/WYD/49M14/2018/46,Wayanad,11.61377778,75.99705556,,"debris flow, debris flows",,375,KER/WYD/49M14/2018/46 Kerala Wayanad Idiyamvayal Pozhuthana-Padinjarathara Road 11.61377778 75.99705556 Debris Flows 15th August 2018 15505
KER/WYD/49M14/2018/47,Wayanad,11.67075,75.93683333,,"debris flow, debris flows",08 August 2018,375,KER/WYD/49M14/2018/47 Kerala Wayanad Kapikalam Padinjarathara-Pulinjal Forest Rd 11.67075 75.93683333 Debris Flows 08 August 2018 15506
KER/WYD/58A2/2018/27,Wayanad,11.5855,76.03833333,,"debris flow, debris flows",09 August 2018,375,KER/WYD/58A2/2018/27 Kerala Wayanad Chundel estate 4 Chundale-Anoth Road 11.5855 76.03833333 Debris Flows 09 August 2018 15486
KER/WYD/58A2/2018/28,Wayanad,11.54197222,76.00038889,Sugandhagiri,"debris flow, debris flows",08 August 2018,375,KER/WYD/58A2/2018/28 Kerala Wayanad 50Acre Sugandhagiri forest Rd 11.54197222 76.00038889 Debris Flows 08 August 2018 15487
KER/WYD/58A2/2018/29,Wayanad,11.53919444,76.00422222,Sugandhagiri,"debris flow, debris flows",08 August 2018,375,KER/WYD/58A2/2018/29 Kerala Wayanad 50Acre 2 Sugandhagiri forest Rd 11.53919444 76.00422222 Debris Flows 08 August 2018 15488
KER/WYD/58A2/2018/30,Wayanad,11.54044444,76.01061111,Sugandhagiri,debris slide,08 August 2018,375,KER/WYD/58A2/2018/30 Kerala Wayanad Sugandhagiri 1 Sugandhagiri forest Rd 11.54044444 76.01061111 Debris Slide 08 August 2018 15489
KER/WYD/58A2/2018/31,Wayanad,11.54502778,76.01083333,Sugandhagiri,debris slide,8 August 2018,375,"KER/WYD/58A2/2018/31 Kerala Wayanad Sugandhagiri 2nd unit 1 Sugandhagiri forest Rd 11.54502778 76.01083333 rock-cum-debris Slide 2014, June 2018,8 August 2018 15490"
KER/WYD/58A2/2018/32,Wayanad,11.54483333,76.01169444,Sugandhagiri,"debris flow, debris flows",08 August 2018,375,KER/WYD/58A2/2018/32 Kerala Wayanad Sugandhagiri 2nd unit 2 Sugandhagiri forest Rd 11.54483333 76.01169444 Debris Flows 08 August 2018 15491
KER/WYD/58A2/2018/33,Wayanad,11.54777778,76.00877778,Sugandhagiri,"debris flow, debris flows",08 August 2018,375,KER/WYD/58A2/2018/33 Kerala Wayanad Sugandhagiri 2nd unit 3 Sugandhagiri forest Rd 11.54777778 76.00877778 Debris Flows 08 August 2018 15492
KER/WYD/58A2/2018/34,Wayanad,11.54769444,76.00922222,Sugandhagiri,"debris flow, debris flows",08 August 2018,375,KER/WYD/58A2/2018/34 Kerala Wayanad Sugandhagiri 2nd unit 4 Sugandhagiri forest Rd 11.54769444 76.00922222 Debris Flows 08 August 2018 15493
KER/WYD/58A2/2018/35,Wayanad,11.54619444,76.00886111,Sugandhagiri,"debris flow, debris flows",,375,KER/WYD/58A2/2018/35 Kerala Wayanad Sugandhagiri 2nd unit 5 Sugandhagiri forest Rd 11.54619444 76.00886111 Debris Flows 15th August 2018 15494
KER/WYD/58A2/2018/36,Wayanad,11.54358333,76.01352778,Sugandhagiri,"debris flow, debris flows",,375,KER/WYD/58A2/2018/36 Kerala Wayanad Sugandhagiri 2nd unit 6 Sugandhagiri forest Rd 11.54358333 76.01352778 Debris Flows 15th August 2018 15495
KER/WYD/58A2/2018/37,Wayanad,11.549,76.00258333,Sugandhagiri,"debris flow, debris flows",08 August 2018,375,KER/WYD/58A2/2018/37 Kerala Wayanad Sugandhagiri 3rd unit Sugandhagiri forest Rd 11.549 76.00258333 Debris Flows 08 August 2018 15496
KER/WYD/58A2/2018/41,Wayanad,11.55875,76.00136111,Sugandhagiri,"debris flow, debris flows",08 August 2018,375,KER/WYD/58A2/2018/41 Kerala Wayanad Chennayakavala 2 Sugandhagiri forest 11.55875 76.00136111 rock-cum-debris Flows 08 August 2018 15500
KER/WYD/58A2/2018/42,Wayanad,11.55580556,76.00141667,Sugandhagiri,debris slide,08 August 2018,375,KER/WYD/58A2/2018/42 Kerala Wayanad Chennayakavala 3 Sugandhagiri forest 11.55580556 76.00141667 Debris Slide 08 August 2018 15501
KER/WYD/58A2/2018/43,Wayanad,11.55508333,76.00147222,Sugandhagiri,debris slide,08 August 2018,375,KER/WYD/58A2/2018/43 Kerala Wayanad Chennayakavala 4 Sugandhagiri forest 11.55508333 76.00147222 Debris Slide 08 August 2018 15502
KER/WYD/58A2/2018/44,Wayanad,11.56458333,76.00905556,Sugandhagiri,debris slide,,375,KER/WYD/58A2/2018/44 Kerala Wayanad kalloor Sugandhagiri Kalloor Rd 11.56458333 76.00905556 Debris Slide 15th August 2018 15503
KER/WYD/58A2/2018/48,Wayanad,11.58427778,76.06791667,,,08 August 2018,375,KER/WYD/58A2/2018/48 Kerala Wayanad Vellaram kunnu 1 NH-212 11.58427778 76.06791667 Debris 08 August 2018 15507
KER/WYD/58A2/2018/49,Wayanad,11.53666667,76.03577778,,debris slide,08 August 2018,375,KER/WYD/58A2/2018/49 Kerala Wayanad Vattappara1 NH-212 11.53666667 76.03577778 Debris Slide 08 August 2018 15508
KER/WYD/58A2/2018/50,Wayanad,11.53636111,76.04152778,,debris slide,08 August 2018,375,KER/WYD/58A2/2018/50 Kerala Wayanad Vattappara2 Old Vythiri-Kunnathidavakka Road 11.53636111 76.04152778 Debris Slide 08 August 2018 15509
KER/WYD/58A2/2018/51,Wayanad,11.54516667,76.04319827,,debris slide,08 August 2018,375,KER/WYD/58A2/2018/51 Kerala Wayanad Ayisha plantation1 Vythiri-Ayisha Plantation Road 11.54516667 76.04319827 rock-cum-debris Slide 08 August 2018 15510
KER/WYD/58A2/2018/52,Wayanad,11.52961111,76.04455556,,debris slide,08 August 2018,375,KER/WYD/58A2/2018/52 Kerala Wayanad Ayisha plantation pond Old Vythiri-Kunnathidavakka Road 11.52961111 76.04455556 Debris Slide 08 August 2018 15511
KER/WYD/58A2/2018/53,Wayanad,11.53786111,76.059,,debris slide,08 August 2018,375,KER/WYD/58A2/2018/53 Kerala Wayanad Niket Vythiri-Niket Forest Road 11.53786111 76.059 Debris Slide 08 August 2018 15512
KER/WYD/58A2/2018/54,Wayanad,11.54494444,76.04491667,,debris slide,08 August 2018,375,KER/WYD/58A2/2018/54 Kerala Wayanad Thalimala charity bridge Vythiri-Thalimala Road 11.54494444 76.04491667 rock-cum-debris Slide 08 August 2018 15513
KER/WYD/58A2/2018/55,Wayanad,11.54602778,76.04630278,,debris slide,08 August 2018,375,KER/WYD/58A2/2018/55 Kerala Wayanad Thalimala Ayisha1 Vythiri-Thailakunnu-Thalimala Road 11.54602778 76.04630278 Debris Slide 08 August 2018 15514
KER/WYD/58A2/2018/56,Wayanad,11.54412759,76.05525848,,debris slide,08 August 2018,375,KER/WYD/58A2/2018/56 Kerala Wayanad Thalimala Ayisha 2 Vythiri-Thailakunnu-Thalimala Road 11.54412759 76.05525848 Debris Slide 08 August 2018 15515
KER/WYD/58A2/2018/57,Wayanad,11.54969444,76.05577778,,debris slide,08 August 2018,375,KER/WYD/58A2/2018/57 Kerala Wayanad Thalimala ayisha 3 Vythiri-Thailakunnu-Thalimala Road 11.54969444 76.05577778 rock-cum-debris Slide 08 August 2018 15516
KER/WYD/58A2/2018/58,Wayanad,11.56612222,76.05433333,,debris slide,08 August 2018,375,KER/WYD/58A2/2018/58 Kerala Wayanad Chelode estate Chundale-Olivumala Road 11.56612222 76.05433333 rock-cum-debris Slide 08 August 2018 15517
KER/WYD/58A2/2018/59,Wayanad,11.60555556,76.05241667,,"debris flow, debris flows",,375,KER/WYD/58A2/2018/59 Kerala Wayanad Vellaram kunnu 2 Puzhamudy-VellaramKunnu Road 11.60555556 76.05241667 Debris Flows 15th August 2018 15518
KER/WYD/58A2/2018/60,Wayanad,11.62550259,76.10069045,,"debris flow, debris flows",09-08-2018,375,KER/WYD/58A2/2018/60 Kerala Wayanad Kolpara Edapetty-Kolpara forest Road 11.62550259 76.10069045 Debris Flows 09-08-2018 15519
KER/WYD/58A2/2018/61,Wayanad,11.62494434,76.10330032,,"debris flow, debris flows",09 August 2018,375,KER/WYD/58A2/2018/61 Kerala Wayanad Edapetti Edapetty-Kolpara forest Road 11.62494434 76.10330032 Debris Flows 09 August 2018 15520
KER/WYD/58A2/2018/62,Wayanad,11.62322222,76.10641667,,"debris flow, debris flows",09 August 2018,375,KER/WYD/58A2/2018/62 Kerala Wayanad Kolpara_Govindan Edapetty-Kolpara forest Road 11.62322222 76.10641667 Debris Flows 09 August 2018 15521
KER/WYD/58A2/2018/63,Wayanad,11.55683333,76.12963889,Meppadi,debris slide,09 August 2018,375,KER/WYD/58A2/2018/63 Kerala Wayanad Meppadi PHC Meppadi local Road 11.55683333 76.12963889 Debris Slide 09 August 2018 15522
KER/WYD/58A2/2018/64,Wayanad,11.55233333,76.10127778,"Meppadi, Chembra","debris flow, debris flows",08 August 2018,375,KER/WYD/58A2/2018/64 Kerala Wayanad Erumakolli 1 Meppadi-Chembra Peak Road 11.55233333 76.10127778 Debris Flows 08 August 2018
KER/WYD/58A2/2018/100,Wayanad,11.558333,76.0375,,rock slide,,376,KER/WYD/58A2/2018/100 Kerala Wayanad Vythiri 1 NH-212 11.558333 76.0375 debris-cum-rock Slide 08th and 9th August 2018 15559
KER/WYD/58A2/2018/101,Wayanad,11.566111,76.03111,,rock slide,,376,KER/WYD/58A2/2018/101 Kerala Wayanad Vythiri Pozhuthana Rd Vythiri Pozhuthana Rd 11.566111 76.03111 debris-cum-rock Slide 08th and 9th August 2018 15560
KER/WYD/58A2/2018/102,Wayanad,11.58583,76.018055,,rock slide,,376,KER/WYD/58A2/2018/102 Kerala Wayanad Pozhuthana 1 Vythiri-Tharuvana road 11.58583 76.018055 debris-cum-rock Slide 08th and 9th August 2018 15561
KER/WYD/58A2/2018/103,Wayanad,11.569444,76.019166,,rock slide,,376,KER/WYD/58A2/2018/103 Kerala Wayanad Pozhuthana 2 Vythiri-Tharuvana road 11.569444 76.019166 debris-cum-rock Slide 08th and 9th August 2018 15562
KER/WYD/58A2/2018/104,Wayanad,11.568611,76.019722,,rock slide,09 August 2018,376,KER/WYD/58A2/2018/104 Kerala Wayanad Pozhuthana 3 Vythiri-Tharuvana road 11.568611 76.019722 debris-cum-rock Slide 09 August 2018
KER/WYD/58A2/2018/65,Wayanad,11.55458333,76.09483333,"Meppadi, Chembra",debris slide,09 August 2018,376,KER/WYD/58A2/2018/65 Kerala Wayanad Erumakolli 2 Meppadi-Chembra Peak Road 11.55458333 76.09483333 rock-cum-debris Slide 09 August 2018 15524
KER/WYD/58A2/2018/66,Wayanad,11.55455556,76.09052778,"Meppadi, Chembra","debris flow, debris flows",,376,KER/WYD/58A2/2018/66 Kerala Wayanad Erumakolli 3 Meppadi-Chembra Peak Road 11.55455556 76.09052778 Debris Flows 08th and 9th August 2018 15525
KER/WYD/58A2/2018/67,Wayanad,11.5535,76.08627778,"Meppadi, Chembra","debris flow, debris flows",08 August 2018,376,KER/WYD/58A2/2018/67 Kerala Wayanad Chembra peak 1 Meppadi-Chembra Peak Road 11.5535 76.08627778 Debris Flows 08 August 2018 15526
KER/WYD/58A2/2018/68,Wayanad,11.55377778,76.08938889,"Meppadi, Chembra",debris slide,,376,KER/WYD/58A2/2018/68 Kerala Wayanad Chemra peak 2 Meppadi-Chembra Peak Road 11.55377778 76.08938889 rock-cum-debris Slide 15th August 2018 15527
KER/WYD/58A2/2018/69,Wayanad,11.56111111,76.12858333,,soil flow,,376,KER/WYD/58A2/2018/69 Kerala Wayanad Kunnumangalam kunnu Kunnumangalam kunnu local Road 11.56111111 76.12858333 soil Flows June + Aug.2018 15528
KER/WYD/58A2/2018/70,Wayanad,11.56894444,76.08027778,,"debris flow, debris flows",,376,KER/WYD/58A2/2018/70 Kerala Wayanad Odathodu temple Odathodu-Annapara road 11.56894444 76.08027778 rock-cum-debris Flows 08th and 9th August 2018 15529
KER/WYD/58A2/2018/71,Wayanad,11.57958333,76.09408333,,"soil creep, creep",,376,"KER/WYD/58A2/2018/71 Kerala Wayanad Mangavayal Kunnampetta-Puttoorvayal road 11.57958333 76.09408333 Soil Creep 2nd, 9th August crack developed, Submerged on 17th August 2018 15530"
KER/WYD/58A2/2018/72,Wayanad,11.58116667,76.09547222,,debris slide,,376,KER/WYD/58A2/2018/72 Kerala Wayanad Mangavayal 2 Kunnampetta-Puttoorvayal road 11.58116667 76.09547222 Debris Slide 15th August 2018 15531
KER/WYD/58A2/2018/73,Wayanad,11.59138889,76.088,,subsidence,08 August 2018,376,KER/WYD/58A2/2018/73 Kerala Wayanad Manjalamkolli Kunnampetta-Puttoorvayal road 11.59138889 76.088 soil Subsidence 08 August 2018 15532
KER/WYD/58A2/2018/74,Wayanad,11.58430556,76.05083333,,debris slide,08 August 2018,376,KER/WYD/58A2/2018/74 Kerala Wayanad Sreepuram ST colony 1 Chundale-Shivapuram road 11.58430556 76.05083333 Debris Slide 08 August 2018 15533
KER/WYD/58A2/2018/75,Wayanad,11.58555556,76.04830556,,debris slide,,376,KER/WYD/58A2/2018/75 Kerala Wayanad Sreepuram ST colony 2 Chundale-Shivapuram road 11.58555556 76.04830556 Debris Slide 15th August 2018 15534
KER/WYD/58A2/2018/76,Wayanad,11.58516667,76.04786111,,debris slide,08 August 2018,376,KER/WYD/58A2/2018/76 Kerala Wayanad Sreepuram ST colony 3 Chundale-Shivapuram road 11.58516667 76.04786111 Debris Slide 08 August 2018 15535
KER/WYD/58A2/2018/77,Wayanad,11.56658333,76.04338889,,debris slide,,376,KER/WYD/58A2/2018/77 Kerala Wayanad Chelode 1 NH-212 11.56658333 76.04338889 Debris Slide 15th August 2018 15536
KER/WYD/58A2/2018/78,Wayanad,11.56875,76.04397222,,"debris flow, debris flows",09 August 2018,376,KER/WYD/58A2/2018/78 Kerala Wayanad Chelode 2 NH-212 11.56875 76.04397222 rock-cum-debris Flows 09 August 2018 15537
KER/WYD/58A2/2018/79,Wayanad,11.57127778,76.04416667,,debris slide,09 August 2018,376,KER/WYD/58A2/2018/79 Kerala Wayanad Chelode 3 NH-212 11.57127778 76.04416667 Debris Slide 09 August 2018 15538
KER/WYD/58A2/2018/80,Wayanad,11.57294444,76.045,,debris slide,,376,KER/WYD/58A2/2018/80 Kerala Wayanad Chelode 4 NH-212 11.57294444 76.045 Debris Slide 08th and 9th August 2018 15539
KER/WYD/58A2/2018/81,Wayanad,11.57205556,76.07755556,,debris slide,,376,KER/WYD/58A2/2018/81 Kerala Wayanad Odathode NH-212 11.57205556 76.07755556 Debris Slide 08th and 9th August 2018 15540
KER/WYD/58A2/2018/82,Wayanad,11.56580556,76.11833333,,debris slide,09 August 2018,376,KER/WYD/58A2/2018/82 Kerala Wayanad 82 NH-212 11.56580556 76.11833333 Debris Slide 09 August 2018 15541
KER/WYD/58A2/2018/83,Wayanad,11.52811111,76.02341667,Lakkidi,debris slide,,376,KER/WYD/58A2/2018/83 Kerala Wayanad Lakkidi NH-212 11.52811111 76.02341667 Debris Slide 08th and 9th August 2018 15542
KER/WYD/58A2/2018/84,Wayanad,11.53444444,76.02647222,,debris slide,09 August 2018,376,KER/WYD/58A2/2018/84 Kerala Wayanad NH-212 NH-212 11.53444444 76.02647222 rock-cum-debris Slide 09 August 2018 15543
KER/WYD/58A2/2018/85,Wayanad,11.53541667,76.01827778,Lakkidi,"debris flow, debris flows",,376,KER/WYD/58A2/2018/85 Kerala Wayanad 85 Lakkidi-Kunnathidavaka road 11.53541667 76.01827778 Debris Flows 15th August 2018 15544
KER/WYD/58A2/2018/86,Wayanad,11.56669444,76.11777778,,soil slide,08 August 2018,376,KER/WYD/58A2/2018/86 Kerala Wayanad Kappamkolli NH-212 11.56669444 76.11777778 soil Slide 08 August 2018 15545
