slide_no,district,latitude,longitude,location,movement_type,history,source_page,source_text
KRL/KOZ/54M14/2015/196,Wayanad,11.560278,75.916111,,,,323,KRL/KOZ/54M14/2015/196 Kerala Kozhikode Kakkayam hairpin Kakkayam Road 11.560278 75.916111 Earth Slide NA 13742
KRL/KOZ/54M14/2015/197,Wayanad,11.636389,75.870833,,debris slide,,323,KRL/KOZ/54M14/2015/197 Kerala Kozhikode Randajali puzha SH54 11.636389 75.870833 Debris Slide NA 13761
KRL/KOZ/54M14/2015/198,Wayanad,11.639167,75.864444,,debris slide,,323,KRL/KOZ/54M14/2015/198 Kerala Kozhikode Puzhithodu SH54 11.639167 75.864444 Debris Slide NA 13765
KRL/KOZ/54M14/2015/207,Wayanad,11.556389,75.813611,Chembra,"rock cum debris slide, debris slide",,323,KRL/KOZ/54M14/2015/207 Kerala Kozhikode Chembra NULL 11.556389 75.813611 Rock cum Debris Slide NA 13731
KRL/KOZ/54M14/2015/93,Wayanad,11.628889,75.831944,,debris flow,,323,KRL/KOZ/54M14/2015/93 Kerala Kozhikode Kombancode SH54 11.628889 75.831944 Debris Flow 2007 13755
KRL/KOZ/54M14/2015/94,Wayanad,11.633333,75.856667,,"rock cum debris flow, debris flow",,323,KRL/KOZ/54M14/2015/94 Kerala Kozhikode Alampara SH54 11.633333 75.856667 Rock cum Debris Flow 2013 13759
KRL/KOZ/54M14/2015/95,Wayanad,11.638611,75.856944,,"rock cum debris flow, debris flow",,323,KRL/KOZ/54M14/2015/95 Kerala Kozhikode Alampara SH54 11.638611 75.856944 Rock cum Debris Flow 1985 13764
KRL/KOZ/54M14/2015/96,Wayanad,11.642778,75.856389,,"rock cum debris flow, debris flow",,323,KRL/KOZ/54M14/2015/96 Kerala Kozhikode Alampara SH55 11.642778 75.856389 Rock cum Debris Flow 1984
KRL/KOZ/54M14/2015/97,Wayanad,11.640556,75.855556,,"rock cum debris flow, debris flow",,323,KRL/KOZ/54M14/2015/97 Kerala Kozhikode Poozhithode SH54 11.640556 75.855556 Rock cum Debris Flow 1984 13766
KRL/KOZ/54M14/2015/98,Wayanad,11.638056,75.850833,,"rock cum debris flow, debris flow",,323,KRL/KOZ/54M14/2015/98 Kerala Kozhikode Rubber Estate SH54 11.638056 75.850833 Rock cum Debris Flow 2013 13762
KRL/KOZ/54M14/2015/99,Wayanad,11.638333,75.873056,,"rock cum debris flow, debris flow",,323,KRL/KOZ/54M14/2015/99 Kerala Kozhikode Poozhithodu SH54 11.638333 75.873056 Rock cum Debris Flow 1984 13763
KRL/WAY/54M14/2015/155,Wayanad,11.632222,75.947778,,debris flow,,323,KRL/WAY/54M14/2015/155 Kerala Wayanad Ladysmith reserved forest NULL 11.632222 75.947778 Debris Flow 2008 13757
KRL/WAY/54M14/2015/157,Wayanad,11.630833,75.959167,,debris flow,,323,KRL/WAY/54M14/2015/157 Kerala Wayanad Ladysmith reserved forest NULL 11.630833 75.959167 Debris Flow 2004 13756
KRL/WAY/54M14/2015/158,Wayanad,11.632778,75.955,,debris slide,,323,KRL/WAY/54M14/2015/158 Kerala Wayanad Ladysmith reserved forest NULL 11.632778 75.955 Debris Slide 2007 13758
KRL/WAY/54M14/2015/160,Wayanad,11.598889,75.823889,,debris flow,,323,KRL/WAY/54M14/2015/160 Kerala Wayanad Peruvannamoozhi SH54 11.598889 75.823889 Debris Flow NA 13750
KRL/WAY/58A02/2015/101,Wayanad,11.559383,76.135828,,debris slide,,323,KRL/WAY/58A02/2015/101 Kerala Wayanad Poothakolly Poothakolly Road 11.559383 76.135828 Debris Slide NA 13739
KRL/WAY/58A02/2015/102,Wayanad,11.560225,76.136717,,debris slide,,323,KRL/WAY/58A02/2015/102 Kerala Wayanad Poothakolly-1 Poothakolly Road 11.560225 76.136717 Debris Slide NA 13741
KRL/WAY/58A02/2015/103,Wayanad,11.559564,76.136561,,debris slide,,323,KRL/WAY/58A02/2015/103 Kerala Wayanad Poothakolly-2 Poothakolly Road 11.559564 76.136561 Debris Slide 1961 13740
KRL/WAY/58A02/2015/104,Wayanad,11.566717,76.115653,Meppadi,,,323,KRL/WAY/58A02/2015/104 Kerala Wayanad Meppadi-46 Kozhokode - Vythiri-Gudallur Highway 11.566717 76.115653 Earth Slide NA 13746
KRL/WAY/58A02/2015/50,Wayanad,11.588728,76.018258,,debris slide,,323,KRL/WAY/58A02/2015/50 Kerala Wayanad Vythiri - Tharuvana Road 11.588728 76.018258 Debris Slide NA 13749
KRL/WAY/58A02/2015/51,Wayanad,11.636239,76.201533,,"rock cum debris slide, debris slide",,323,KRL/WAY/58A02/2015/51 Kerala Wayanad Kumbleri-Ambalavayal Ambalvayal Bypass Road 11.636239 76.201533 Rock cum Debris Slide NA 13760
KRL/WAY/58A02/2015/52,Wayanad,11.577869,76.060242,,,,323,KRL/WAY/58A02/2015/52 Kerala Wayanad Kozhikode - Mysore - Kollegadi Highway 11.577869 76.060242 Earth Slide NA 13748
KRL/WAY/58A02/2015/53,Wayanad,11.556978,76.198161,,,,323,KRL/WAY/58A02/2015/53 Kerala Wayanad Kadamad NULL 11.556978 76.198161 Earth Slide 2015 13733
KRL/WAY/58A02/2015/63,Wayanad,11.5543,76.127939,Chembra,subsidence,,323,KRL/WAY/58A02/2015/63 Kerala Wayanad Kunnamangalam vayal Chembra Peak Road 11.5543 76.127939 Debris Subsidence 2007 13727
KRL/WAY/58A02/2015/64,Wayanad,11.5548,76.083589,Chembra,debris slide,,323,KRL/WAY/58A02/2015/64 Kerala Wayanad Near Chembera Watch tower Chembra Peak Road 11.5548 76.083589 Debris Slide 2015 13729
KRL/WAY/58A02/2015/65,Wayanad,11.553164,76.085942,Chembra,debris slide,,323,KRL/WAY/58A02/2015/65 Kerala Wayanad Chembera Chembra Peak Road 11.553164 76.085942 Debris Slide 2015 13723
KRL/WAY/58A02/2015/66,Wayanad,11.552539,76.0895,Chembra,debris slide,,323,KRL/WAY/58A02/2015/66 Kerala Wayanad Near Chembera parking area Chembra Peak Road 11.552539 76.0895 Debris Slide 1961 13722
KRL/WAY/58A02/2015/67,Wayanad,11.554256,76.0928,Chembra,debris slide,,323,KRL/WAY/58A02/2015/67 Kerala Wayanad Chembera1 Chembra Peak Road 11.554256 76.0928 Debris Slide 1961 13726
KRL/WAY/58A02/2015/68,Wayanad,11.554086,76.097822,Chembra,debris slide,,323,KRL/WAY/58A02/2015/68 Kerala Wayanad Chembera2 Chembra Peak Road 11.554086 76.097822 Debris Slide NA 13725
KRL/WAY/58A02/2015/70,Wayanad,11.553283,76.101244,Chembra,debris slide,,323,KRL/WAY/58A02/2015/70 Kerala Wayanad Chembera 22 Chembra Peak Road 11.553283 76.101244 Debris Slide 2008 13724
KRL/WAY/58A02/2015/71,Wayanad,11.562956,76.132781,,debris slide,,323,KRL/WAY/58A02/2015/71 Kerala Wayanad Vitthkaad-Poothakolly Road 11.562956 76.132781 Debris Slide NA 13744
KRL/WAY/58A02/2015/82,Wayanad,11.554431,76.131517,Meppadi,debris slide,,323,KRL/WAY/58A02/2015/82 Kerala Wayanad Meppadi-Near Market Kozhokode - Vythiri-Gudallur Highway 11.554431 76.131517 Debris Slide NA 13728
KRL/KOZ/54M14/2015/100,Wayanad,11.678889,75.893056,,debris slide,,324,KRL/KOZ/54M14/2015/100 Kerala Kozhikode Kammukutty coffee plantation NULL 11.678889 75.893056 Debris Slide 2007 13791
KRL/KOZ/54M14/2015/101,Wayanad,11.670833,75.878056,,debris slide,,324,KRL/KOZ/54M14/2015/101 Kerala Kozhikode Kadanthrapuzha NULL 11.670833 75.878056 Debris Slide 2007 13785
KRL/KOZ/54M14/2015/102,Wayanad,11.682222,75.894167,,debris slide,,324,KRL/KOZ/54M14/2015/102 Kerala Kozhikode Kadanthrapuzha NULL 11.682222 75.894167 Debris Slide 2007 13794
KRL/KOZ/54M14/2015/105,Wayanad,11.666667,75.833611,,debris flow,,324,KRL/KOZ/54M14/2015/105 Kerala Kozhikode Vattippana Pasukkadavu Road 11.666667 75.833611 Debris Flow 1984 13780
KRL/KOZ/54M14/2015/106,Wayanad,11.670833,75.811111,,rock slide,,324,KRL/KOZ/54M14/2015/106 Kerala Kozhikode Vattippana SH54 11.670833 75.811111 Rock Slide 2004 13784
KRL/KOZ/54M14/2015/107,Wayanad,11.696944,75.8075,,"rock cum debris slide, debris flow, debris slide",,324,KRL/KOZ/54M14/2015/107 Kerala Kozhikode Chathanamkotunada SH54 11.696944 75.8075 Debris Flow 1984 13802 KRL/WAY54M14/2015/219 Kerala Wayanad Mundyod mala Moonam Kai-Karingad Road 11.699598 75.772301 Rock cum Debris Slide 1984 13803
KRL/KOZ/54M14/2015/114,Wayanad,11.703473,75.829247,,"rock cum debris flow, debris flow",,324,KRL/KOZ/54M14/2015/114 Kerala Kozhikode Puthenpeedika Kayalvattam Road 11.703473 75.829247 Rock cum Debris Flow 2009 13804
KRL/KOZ/54M14/2015/115,Wayanad,11.705823,75.830149,,"rock cum debris flow, debris flow",,324,KRL/KOZ/54M14/2015/115 Kerala Kozhikode Edathakunnu Kayalvattam Road 11.705823 75.830149 Rock cum Debris Flow 1984 13807
KRL/KOZ/54M14/2015/116,Wayanad,11.691667,75.777222,,debris slide,,324,KRL/KOZ/54M14/2015/116 Kerala Kozhikode Hanumanmala Moonam Kai-Karingad Road 11.691667 75.777222 Debris Slide 1984 13799
KRL/KOZ/54M14/2015/132,Wayanad,11.6475,75.846389,,debris flow,,324,KRL/KOZ/54M14/2015/132 Kerala Kozhikode Ekkal SH54 11.6475 75.846389 Debris Flow 2009 13769
KRL/KOZ/54M14/2015/133,Wayanad,11.647222,75.847778,,debris flow,,324,KRL/KOZ/54M14/2015/133 Kerala Kozhikode Ekkal SH54 11.647222 75.847778 Debris Flow 1984 13768
KRL/KOZ/54M14/2015/134,Wayanad,11.648056,75.857222,,debris flow,,324,KRL/KOZ/54M14/2015/134 Kerala Kozhikode Poozhithode KSEB SH54 11.648056 75.857222 Debris Flow 2013 13770
KRL/KOZ/54M14/2015/135,Wayanad,11.673056,75.840833,,debris slide,,324,KRL/KOZ/54M14/2015/135 Kerala Kozhikode Pasukadavu Pasukkadavu Road 11.673056 75.840833 Debris Slide 1994 13787
KRL/KOZ/54M14/2015/142,Wayanad,11.666667,75.833611,,debris flow,,324,KRL/KOZ/54M14/2015/142 Kerala Kozhikode Vattippana Pasukkadavu Road 11.666667 75.833611 Debris Flow 1974 13779
KRL/KOZ/54M14/2015/154,Wayanad,11.673889,75.967778,,subsidence,,324,KRL/KOZ/54M14/2015/154 Kerala Kozhikode Putiyanirathu SH54 11.673889 75.967778 Earth Subsidence 2006 13788
KRL/KOZ/54M14/2015/161,Wayanad,11.681944,75.808056,,debris slide,,324,KRL/KOZ/54M14/2015/161 Kerala Kozhikode Chathampadam SH54 11.681944 75.808056 Debris Slide NA 13793
KRL/KOZ/54M14/2015/175,Wayanad,11.706389,75.761111,,"rock cum debris flow, debris flow",,324,KRL/KOZ/54M14/2015/175 Kerala Kozhikode Mundyod mala Moonam Kai-Karingad Road 11.706389 75.761111 Rock cum Debris Flow NA 13808
KRL/KOZ/54M14/2015/178,Wayanad,11.655833,75.843889,,debris flow,,324,KRL/KOZ/54M14/2015/178 Kerala Kozhikode Nellikunnu SH54 11.655833 75.843889 Debris Flow 2012 13777
KRL/KOZ/54M14/2015/179,Wayanad,11.6925,75.806389,,"rock cum debris slide, debris slide",,324,KRL/KOZ/54M14/2015/179 Kerala Kozhikode Nagampara Kayalvattam Road 11.6925 75.806389 Rock cum Debris Slide 2014 13800
KRL/KOZ/54M14/2015/182,Wayanad,11.678611,75.821111,,"rock cum debris slide, debris slide",,324,KRL/KOZ/54M14/2015/182 Kerala Kozhikode Muttathiplavu Kayalvattam Road 11.678611 75.821111 Rock cum Debris Slide NA 13790
KRL/KOZ/54M14/2015/199,Wayanad,11.650556,75.873056,,"rock cum debris slide, debris slide",,324,KRL/KOZ/54M14/2015/199 Kerala Kozhikode Puzhithodu SH54 11.650556 75.873056 Rock cum Debris Slide 2007 13774
KRL/KOZ/54M14/2015/200,Wayanad,11.65,75.874722,,debris slide,,324,KRL/KOZ/54M14/2015/200 Kerala Kozhikode Puzhithodu SH54 11.65 75.874722 Debris Slide 2007 13772
KRL/KOZ/54M14/2015/201,Wayanad,11.650556,75.873889,,debris flow,,324,KRL/KOZ/54M14/2015/201 Kerala Kozhikode Puzhithodu SH54 11.650556 75.873889 Debris Flow 2007 13775
KRL/KOZ/54M14/2015/202,Wayanad,11.650278,75.874167,,debris flow,,324,KRL/KOZ/54M14/2015/202 Kerala Kozhikode Puzhithodu SH54 11.650278 75.874167 Debris Flow 2007 13773
KRL/KOZ/54M14/2015/203,Wayanad,11.650833,75.871667,,debris flow,,324,KRL/KOZ/54M14/2015/203 Kerala Kozhikode Puzhithodu SH54 11.650833 75.871667 Debris Flow 2007 13776
KRL/KOZ/54M14/2015/204,Wayanad,11.673889,75.841667,,debris flow,,324,KRL/KOZ/54M14/2015/204 Kerala Kozhikode Mulavithottumala NULL 11.673889 75.841667 Debris Flow 1984 13789
KRL/KOZ/54M14/2015/208,Wayanad,11.6925,75.806389,,debris slide,,324,KRL/KOZ/54M14/2015/208 Kerala Kozhikode Chattankottunada Kayalvattam Road 11.6925 75.806389 Debris Slide 2014 13801
KRL/KOZ/54M14/2015/211,Wayanad,11.704444,75.788438,,debris slide,,324,KRL/KOZ/54M14/2015/211 Kerala Kozhikode Karingad SH54 11.704444 75.788438 Debris Slide 1995 13805
KRL/KOZ/54M14/2015/214,Wayanad,11.680556,75.937222,,debris flow,,324,KRL/KOZ/54M14/2015/214 Kerala Kozhikode Padinjarethara forest Padinjarethara-Pulinjal Road 11.680556 75.937222 Debris Flow 2007 13792
KRL/KOZ/54M14/2015/216,Wayanad,11.683056,75.943611,,debris flow,,324,KRL/KOZ/54M14/2015/216 Kerala Kozhikode Padinjarethara forest Padinjarethara-Pulinjal Road 11.683056 75.943611 Debris Flow 2007 13796
KRL/KOZ/54M14/2015/89,Wayanad,11.664722,75.843611,,debris flow,,324,KRL/KOZ/54M14/2015/89 Kerala Kozhikode Pambukodu Pasukkadavu Road 11.664722 75.843611 Debris Flow 2009 13778
KRL/KOZ/54M14/2015/90,Wayanad,11.666886,75.8525,,debris slide,,324,KRL/KOZ/54M14/2015/90 Kerala Kozhikode Kaipumala Pasukkadavu Road 11.666886 75.8525 Debris Slide 2007 13782
KRL/KOZ/54M14/2015/91,Wayanad,11.648611,75.827778,,debris flow,,324,KRL/KOZ/54M14/2015/91 Kerala Kozhikode Nellikunnu SH54 11.648611 75.827778 Debris Flow 2007 13771
KRL/KOZ/54M14/2015/92,Wayanad,11.666667,75.857778,,debris flow,,324,KRL/KOZ/54M14/2015/92 Kerala Kozhikode Anjippara Pasukkadavu Road 11.666667 75.857778 Debris Flow 2008 13781
KRL/WAY/54M14/2015/147,Wayanad,11.705278,75.940278,,"rock cum debris flow, debris flow",,324,KRL/WAY/54M14/2015/147 Kerala Wayanad Perigula Padinjarethara-Pulinjal Road 11.705278 75.940278 Rock cum Debris Flow 1999 13806
KRL/WAY/54M14/2015/148,Wayanad,11.706667,75.936389,,"rock cum debris flow, debris flow",,324,KRL/WAY/54M14/2015/148 Kerala Wayanad Pullinjal Padinjarethara-Pulinjal Road 11.706667 75.936389 Rock cum Debris Flow 1991
KRL/WAY/54M14/2015/149,Wayanad,11.673056,75.934722,,"rock cum debris flow, debris flow",,324,KRL/WAY/54M14/2015/149 Kerala Wayanad Banasuramala Padinjarethara-Pulinjal Road 11.673056 75.934722 Rock cum Debris Flow 1992 13786
KRL/WAY/54M14/2015/150,Wayanad,11.682778,75.943611,,"rock cum debris flow, debris flow",,324,KRL/WAY/54M14/2015/150 Kerala Wayanad Narrikal Padinjarethara-Pulinjal Road 11.682778 75.943611 Rock cum Debris Flow 2007 13795
KRL/WAY/54M14/2015/151,Wayanad,11.688611,75.944722,,rock fall,,324,KRL/WAY/54M14/2015/151 Kerala Wayanad Varampatta Padinjarethara-Pulinjal Road 11.688611 75.944722 Rock Fall 2011 13798
KRL/WAY/54M14/2015/153,Wayanad,11.685,75.942222,,subsidence,,324,KRL/WAY/54M14/2015/153 Kerala Wayanad Himagiri estate Padinjarethara-Pulinjal Road 11.685 75.942222 Earth Subsidence 2006 13797
KRL/WAY/54M14/2015/156,Wayanad,11.668611,75.967778,,debris flow,,324,KRL/WAY/54M14/2015/156 Kerala Wayanad Kottalakunnu Padinjarethara-Pulinjal Road 11.668611 75.967778 Debris Flow 2004 13783
KER/KANN/49M13/2007/0054,Wayanad,11.8502,75.8592,,debris slide,16 July 2007,325,KER/KANN/49M13/2007/0054 Kerala Kannur Chappamala landslip/slump 11.8502 75.8592 Debris Slide 16 July 2007 (02:30 hrs) 13854
KRL/KAN/48P12/2016/100,Wayanad,11.8112,75.91385,,debris slide,,325,KRL/KAN/48P12/2016/100 Kerala Wayanad Paloot Coloney 11.8112 75.91385 Debris Slide 2004 13837
KRL/KAN/48P12/2016/101,Wayanad,11.801975,75.907781,,debris slide,,325,KRL/KAN/48P12/2016/101 Kerala Wayanad Kottukulli 11.801975 75.907781 Debris Slide NA 13836
KRL/KAN/48P12/2016/102,Wayanad,11.786389,75.902964,,debris slide,,325,KRL/KAN/48P12/2016/102 Kerala Wayanad Adayil 11.786389 75.902964 Debris Slide 2015 13831
KRL/KAN/48P12/2016/103,Wayanad,11.751803,75.920864,,debris slide,,325,KRL/KAN/48P12/2016/103 Kerala Wayanad Thettamala 11.751803 75.920864 Debris Slide NA 13829
KRL/KAN/48P12/2016/104,Wayanad,11.798486,75.685531,,debris flow,,325,KRL/KAN/48P12/2016/104 Kerala Kannur Narikottumala 11.798486 75.685531 Debris Flow 2003 13835
KRL/KAN/48P12/2016/105,Wayanad,11.794806,75.695872,,debris flow,,325,KRL/KAN/48P12/2016/105 Kerala Kozhikode Abhayagiri (Chakkiyad) 11.794806 75.695872 Debris Flow 1996 13834
KRL/KAN/48P12/2016/106,Wayanad,11.786736,75.703153,,debris flow,,325,KRL/KAN/48P12/2016/106 Kerala Kozhikode Abhayagiri Kandivattukkal-Chitragiri rd 11.786736 75.703153 Debris Flow 1998 13832
KRL/KAN/48P12/2016/107,Wayanad,11.781242,75.715686,,debris flow,,325,KRL/KAN/48P12/2016/107 Kerala Kozhikode Chittari 11.781242 75.715686 Debris Flow 1998 13830
KRL/KAN/48P12/2016/114,Wayanad,11.789481,75.784236,,debris flow,,325,KRL/KAN/48P12/2016/114 Kerala Kannur Valia Panome 11.789481 75.784236 Debris Flow NA 13833
KRL/KAN/48P12/2016/117,Wayanad,11.846342,75.915697,,debris slide,,325,KRL/KAN/48P12/2016/117 Kerala Kannur Palchuram-Boys town Rd Palchuram-Boys town Rd 11.846342 75.915697 Debris Slide NA 13848
KRL/KAN/48P12/2016/119,Wayanad,11.848186,75.915678,,debris slide,,325,KRL/KAN/48P12/2016/119 Kerala Kannur Palchuram-Boys town Rd Palchuram-Boys town Rd 11.848186 75.915678 Debris Slide 2004 13851
KRL/KAN/48P12/2016/82,Wayanad,11.850508,75.907461,,debris slide,,325,KRL/KAN/48P12/2016/82 Kerala Kannur Palchuram Kottiyoor-Boys town Rd 11.850508 75.907461 Debris Slide 1995
KRL/KAN/48P12/2016/84,Wayanad,11.849431,75.792311,,debris slide,,325,KRL/KAN/48P12/2016/84 Kerala Kannur Nedumpoyil-Mananthavady Rd Nedumpoyil-Mananthavady Rd 11.849431 75.792311 Debris Slide NA 13852
KRL/KAN/48P12/2016/85,Wayanad,11.850106,75.797714,,debris slide,,325,KRL/KAN/48P12/2016/85 Kerala Kannur Nedumpoyil-Mananthavady Rd Nedumpoyii-Mananthavady Rd 11.850106 75.797714 Debris Slide NA 13853
KRL/KAN/48P12/2016/86,Wayanad,11.847919,75.819531,,debris slide,,325,KRL/KAN/48P12/2016/86 Kerala Kannur 11.847919 75.819531 Debris Slide NA 13850
KRL/KAN/48P12/2016/87,Wayanad,11.843739,75.916814,,debris slide,,325,KRL/KAN/48P12/2016/87 Kerala Kannur Palchuram Palchuram-Boys town rd 11.843739 75.916814 Debris Slide NA 13847
KRL/KAN/48P12/2016/92,Wayanad,11.835667,75.889422,,debris slide,,325,KRL/KAN/48P12/2016/92 Kerala Wayanad Periya 11.835667 75.889422 Debris Slide 1976 13846
KRL/KAN/48P12/2016/93,Wayanad,11.825406,75.899028,,debris slide,,325,KRL/KAN/48P12/2016/93 Kerala Wayanad Periya 1 11.825406 75.899028 Debris Slide 2010 13844
KRL/KAN/48P12/2016/94,Wayanad,11.812206,75.901883,,debris slide,,325,KRL/KAN/48P12/2016/94 Kerala Wayanad Edattana Koshale 11.812206 75.901883 Debris Slide 1958 13839
KRL/KAN/48P12/2016/95,Wayanad,11.813381,75.899742,,debris slide,,325,KRL/KAN/48P12/2016/95 Kerala Wayanad Edattana Koshale 11.813381 75.899742 Debris Slide 1958 13841
KRL/KAN/48P12/2016/96,Wayanad,11.818889,75.910019,,debris slide,,325,KRL/KAN/48P12/2016/96 Kerala Wayanad Chuliyil 11.818889 75.910019 Debris Slide 2004 13843
KRL/KAN/48P12/2016/97,Wayanad,11.826019,75.927853,,debris slide,,325,KRL/KAN/48P12/2016/97 Kerala Wayanad Kannothmala 11.826019 75.927853 Debris Slide 2013 13845
KRL/KAN/48P12/2016/98,Wayanad,11.812283,75.931206,,debris slide,,325,KRL/KAN/48P12/2016/98 Kerala Wayanad Venmoni-Katimala Rd Venmoni-Katimala Rd 11.812283 75.931206 Debris Slide 2004 13840
KRL/KAN/48P12/2016/99,Wayanad,11.811678,75.929156,,debris slide,,325,KRL/KAN/48P12/2016/99 Kerala Wayanad Chandanakuzhi 11.811678 75.929156 Debris Slide 2004 13838
KRL/KOZ/54M14/2015/108,Wayanad,11.726111,75.798889,,debris slide,,325,KRL/KOZ/54M14/2015/108 Kerala Kozhikode Choorani SH54 11.726111 75.798889 Debris Slide 1995 13822
KRL/KOZ/54M14/2015/109,Wayanad,11.723056,75.799722,,debris slide,,325,KRL/KOZ/54M14/2015/109 Kerala Kozhikode Kaarimunda SH54 11.723056 75.799722 Debris Slide 2008 13820
KRL/KOZ/54M14/2015/110,Wayanad,11.720833,75.806944,,debris flow,,325,KRL/KOZ/54M14/2015/110 Kerala Kozhikode Kunnamthottam SH54 11.720833 75.806944 Debris Flow 1984 13815
KRL/KOZ/54M14/2015/111,Wayanad,11.723611,75.809444,,debris slide,,325,KRL/KOZ/54M14/2015/111 Kerala Kozhikode Pakramthalam 4th hairpin SH54 11.723611 75.809444 Debris Slide 2009 13821
KRL/KOZ/54M14/2015/112,Wayanad,11.726389,75.812222,,debris slide,,325,KRL/KOZ/54M14/2015/112 Kerala Kozhikode Pakramthalam 5th hairpin SH54 11.726389 75.812222 Debris Slide 2014 13823
KRL/KOZ/54M14/2015/113,Wayanad,11.7175,75.815278,,"rock cum debris flow, debris flow",,325,KRL/KOZ/54M14/2015/113 Kerala Kozhikode Iruttuvalavu SH54 11.7175 75.815278 Rock cum Debris Flow 2014 13814
KRL/KOZ/54M14/2015/117,Wayanad,11.722778,75.7725,,debris flow,,325,KRL/KOZ/54M14/2015/117 Kerala Kozhikode Karingad Moonam Kai-Karingad Road 11.722778 75.7725 Debris Flow 2009 13819
KRL/KOZ/54M14/2015/118,Wayanad,11.729444,75.813889,,debris flow,,325,KRL/KOZ/54M14/2015/118 Kerala Kozhikode Pakramthalam 10th curve SH54 11.729444 75.813889 Debris Flow 2009 13824
KRL/KOZ/54M14/2015/143,Wayanad,11.732778,75.8025,,debris flow,,325,KRL/KOZ/54M14/2015/143 Kerala Kozhikode Chappamala SH54 11.732778 75.8025 Debris Flow 2013 13826
KRL/KOZ/54M14/2015/144,Wayanad,11.735833,75.828333,,debris flow,,325,KRL/KOZ/54M14/2015/144 Kerala Kozhikode Manappadu SH54 11.735833 75.828333 Debris Flow 2007 13827
KRL/KOZ/54M14/2015/145,Wayanad,11.721944,75.8975,,"rock cum debris flow, debris flow",,325,KRL/KOZ/54M14/2015/145 Kerala Kozhikode Purrimudi SH54 11.721944 75.8975 Rock cum Debris Flow 2011 13817
KRL/KOZ/54M14/2015/176,Wayanad,11.715833,75.766111,,"rock cum debris flow, debris flow",,325,KRL/KOZ/54M14/2015/176 Kerala Kozhikode Mundyod mala Moonam Kai-Karingad Road 11.715833 75.766111 Rock cum Debris Flow NA 13812
KRL/KOZ/54M14/2015/177,Wayanad,11.715833,75.770278,,debris slide,,325,KRL/KOZ/54M14/2015/177 Kerala Kozhikode Karingad Moonam Kai-Karingad Road 11.715833 75.770278 Debris Slide NA 13813
KRL/KOZ/54M14/2015/183,Wayanad,11.715556,75.765833,,"rock cum debris slide, debris slide",,325,KRL/KOZ/54M14/2015/183 Kerala Kozhikode Mundyod mala NULL 11.715556 75.765833 Rock cum Debris Slide NA 13811
KRL/KOZ/54M14/2015/209,Wayanad,11.711389,75.798611,,debris slide,,325,KRL/KOZ/54M14/2015/209 Kerala Kozhikode Puthampara SH54 11.711389 75.798611 Debris Slide 2008 13810
KRL/KOZ/54M14/2015/210,Wayanad,11.747778,75.790556,,rock fall,,325,KRL/KOZ/54M14/2015/210 Kerala Kozhikode Valut NULL 11.747778 75.790556 Rock Fall 2007 13828
KRL/KOZ/54M14/2015/215,Wayanad,11.731667,75.764722,,,,325,KRL/KOZ/54M14/2015/215 Kerala Kozhikode Kappil Moonam Kai-Karingad Road 11.731667 75.764722 Earth Flow 2007 13825
KRL/WAY/54M14/2015/146,Wayanad,11.721667,75.8925,,"rock cum debris flow, debris flow",,325,KRL/WAY/54M14/2015/146 Kerala Wayanad Priyadarshini SH54 11.721667 75.8925 Rock cum Debris Flow 2012 13816
KRL/WAY/54M14/2015/159,Wayanad,11.722222,75.809167,,"rock cum debris slide, debris slide",,325,KRL/WAY/54M14/2015/159 Kerala Wayanad Kunnamthottam SH54 11.722222 75.809167 Rock cum Debris Slide NA 13818
KRL/WAY/58A01/2015/46,Wayanad,11.8475,76.013944,,debris slide,,325,KRL/WAY/58A01/2015/46 Kerala Wayanad Tachirakolli Thrishilery Road 11.8475 76.013944 Debris Slide 1989 13849
KRL/WAY/58A01/2015/49,Wayanad,11.817508,76.031861,,debris slide,,325,KRL/WAY/58A01/2015/49 Kerala Wayanad Mudramoola Ondayangadi - Mudramoola Road 11.817508 76.031861 Debris Slide 1962 13842
KER/KANN/48P16/2007/0052,Wayanad,11.9106,75.861,,,17 July 2007,326,KER/KANN/48P16/2007/0052 Kerala Kannur Santhigiri 11.9106 75.861 Debris Slump 17 July 2007 (02:30 hrs) 13893
KER/KANN/49M13/2007/0053,Wayanad,11.9127,75.8405,,,17 July 2007,326,"KER/KANN/49M13/2007/0053 Kerala Kannur Vendekumchal, Kelakam 11.9127 75.8405 Rock cum Debris Avalanche 17 July 2007 (02:30 hrs)"
KER/KANN/49M13/2007/0055,Wayanad,11.8942,75.8558,,rock fall,16 July 2007,326,"KER/KANN/49M13/2007/0055 Kerala Kannur Kaduvpara, Kottiyoor 11.8942 75.8558 Rock Fall 16 July 2007 (02:30 hrs) 13886"
KRL/KAN/48P12/2016/115,Wayanad,11.869667,75.757442,,debris slide,,326,KRL/KAN/48P12/2016/115 Kerala Kannur Nedumpuramchal Nedumpuramchal-Kanjirapuzha 11.869667 75.757442 Debris Slide 2015 13876
KRL/KAN/48P12/2016/118,Wayanad,11.851636,75.910939,,debris slide,,326,KRL/KAN/48P12/2016/118 Kerala Kannur Palchuram-Boys town Rd Palchuram-Boys town Rd 11.851636 75.910939 Debris Slide 2004 13857
